schoolid,schoolName,city,zip,lowGrade,highGrade,schoolLevel,isCharterSchool,isMagnetSchool,isVirtualSchool,isTitleISchool,rank,rankOf,rankStars,rankLevel,rankStatewidePercentage,averageStandardScore,isPrivate
60133205109,Woodridge Elementary,Sacramento,95842,K,4,Elementary,No,No,No,Yes,5406,5789,0,Elementary,6.62,12.7341,FALSE
60001609087,Baldy View Elementary,Upland,91786,K,6,Elementary,No,No,No,Yes,3416,5789,2,Elementary,40.99,36.58141,FALSE
60001609088,Cabrillo Elementary,Upland,91786,K,6,Elementary,No,No,No,Yes,3464,5789,2,Elementary,40.16,36.00213,FALSE
60001609089,Citrus Elementary,Upland,91786,K,6,Elementary,No,No,No,Yes,4543,5789,1,Elementary,21.52,22.94745,FALSE
60001609090,Foothill Knolls Academy of Innovation,Upland,91786,K,8,Elementary,No,No,No,Yes,3497,5789,2,Elementary,39.59,35.49311,FALSE
60001609085,Hillside High,Upland,91786,10,12,High,No,No,No,Yes,1635,2133,1,High,23.35,19.65632,FALSE
60001609091,Magnolia Elementary,Upland,91786,K,6,Elementary,No,No,No,No,1032,5789,4,Elementary,82.17,82.67302,FALSE
69999907379,Montessori Academy Of Upland,Upland,91786,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60001609093,Sierra Vista Elementary,Upland,91786,K,6,Elementary,No,No,No,Yes,2660,5789,3,Elementary,54.05,48.8072,FALSE
69999908574,St Joseph School,Upland,91786,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60001609094,Sycamore Elementary,Upland,91786,K,6,Elementary,No,No,No,Yes,2545,5789,3,Elementary,56.04,50.9845,FALSE
62085002501,Alicante Avenue Elementary,Lamont,93241,K,6,Elementary,No,No,No,Yes,5214,5789,0,Elementary,9.93,15.34372,FALSE
62085002502,Lamont Elementary,Lamont,93241,K,4,Elementary,No,No,No,Yes,,,,,,,FALSE
62085002504,Myrtle Avenue Elementary,Lamont,93241,4,8,Middle,No,No,No,Yes,,,,,,,FALSE
61954002351,Nueva Continuation High,Lamont,93241,9,12,High,No,No,No,Yes,2006,2133,0,High,5.95,10.65589,FALSE
60903010202,Alta Sierra Intermediate,Clovis,93611,7,8,Middle,No,No,No,No,219,2715,5,Middle,91.93,92.02521,FALSE
69999948378,Brighten Academy Preschool,Clovis,93611,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60903000367,Buchanan High,Clovis,93611,9,12,High,No,No,No,No,160,2133,5,High,92.5,91.05824,FALSE
60903005744,Cedarwood Elementary,Clovis,93611,K,6,Elementary,No,No,No,No,590,5789,4,Elementary,89.81,91.03648,FALSE
60903008466,Century Elementary,Clovis,93611,K,6,Elementary,No,No,No,No,522,5789,5,Elementary,90.98,91.98369,FALSE
60903011359,Clovis Community Day Elementary,Clovis,93611,4,6,Middle,No,No,No,Yes,,,,,,,FALSE
60903011586,Clovis Community Day Secondary,Clovis,93611,7,12,High,No,No,No,Yes,,,,,,,FALSE
60903007959,Clovis East High,Clovis,93611,9,12,High,No,No,No,No,227,2133,4,High,89.36,87.61587,FALSE
60903007960,Clovis Elementary,Clovis,93611,K,6,Elementary,No,No,No,Yes,1589,5789,4,Elementary,72.55,70.34314,FALSE
60903000904,Clovis High,Clovis,93611,9,12,High,No,No,No,No,241,2133,4,High,88.7,86.90145,FALSE
69999953566,Agapeland Christian Academy,Bakersfield,93304,PK,2,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60639009327,Amy B. Seibert Elementary,Bakersfield,93304,K,6,Elementary,No,No,No,Yes,3700,5789,2,Elementary,36.09,32.93498,FALSE
60363000297,Emerson Middle,Bakersfield,93304,6,8,Middle,No,No,No,Yes,2589,2715,0,Middle,4.64,8.68769,FALSE
60363007098,Evergreen Elementary,Bakersfield,93304,K,5,Elementary,No,No,No,Yes,4678,5789,1,Elementary,19.19,21.35095,FALSE
60363000298,Frank West Elementary,Bakersfield,93304,K,5,Elementary,No,No,No,Yes,4183,5789,1,Elementary,27.74,27.04342,FALSE
60363000314,Leo G. Pauly Elementary,Bakersfield,93304,K,6,Elementary,No,No,No,Yes,5014,5789,1,Elementary,13.39,17.64423,FALSE
60363000308,McKinley Elementary,Bakersfield,93304,K,6,Elementary,No,Yes,No,Yes,5175,5789,1,Elementary,10.61,15.8566,FALSE
61605002007,Plantation Elementary,Bakersfield,93304,K,5,Elementary,No,No,No,Yes,4085,5789,1,Elementary,29.44,28.21662,FALSE
61605002008,Planz Elementary,Bakersfield,93304,K,5,Elementary,No,No,No,Yes,3985,5789,2,Elementary,31.16,29.34987,FALSE
60363014223,Rafer Johnson,Bakersfield,93304,K,8,Elementary,No,No,No,Yes,,,,,,,FALSE
63864006475,Bonita Vista Senior High,Chula Vista,91913,9,12,High,No,No,No,Yes,412,2133,4,High,80.68,77.40455,FALSE
63864012173,East Hills Academy,Chula Vista,91913,7,12,High,No,No,No,Yes,,,,,,,FALSE
60861009529,EastLake Elementary,Chula Vista,91913,K,6,Elementary,No,No,No,Yes,758,5789,4,Elementary,86.91,87.83108,FALSE
60861011227,Hedenkamp (Anne and William) Elementary,Chula Vista,91913,K,6,Elementary,No,No,No,No,786,5789,4,Elementary,86.42,87.19219,FALSE
60861010376,Heritage Elementary,Chula Vista,91913,K,6,Elementary,No,No,No,No,576,5789,5,Elementary,90.05,91.29776,FALSE
69999940243,Mater Dei Catholic High School,Chula Vista,91913,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60861010377,McMillin (Corky) Elementary,Chula Vista,91913,K,6,Elementary,No,No,No,No,1152,5789,4,Elementary,80.1,80.42682,FALSE
63864011768,Olympian High,Chula Vista,91913,9,12,High,No,No,No,No,208,2133,5,High,90.25,88.43266,FALSE
63864011264,Otay Ranch Senior High,Chula Vista,91913,9,12,High,No,No,No,Yes,469,2133,4,High,78.01,74.16533,FALSE
60203514290,Pacific Springs Charter,Chula Vista,91913,K,12,Other,Yes,No,No,Yes,,,,,,,FALSE
69999939976,Anova Center For Education Sonoma County,Santa Rosa,95403,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999905926,Cardinal Newman High School,Santa Rosa,95403,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63583006123,Hilliard Comstock Middle,Santa Rosa,95403,7,8,Middle,No,No,No,Yes,2543,2715,0,Middle,6.34,10.35937,FALSE
63045011180,Jack London Elementary,Santa Rosa,95403,K,6,Elementary,No,No,No,Yes,3819,5789,2,Elementary,34.03,31.46692,FALSE
63581006126,James Monroe Elementary,Santa Rosa,95403,K,6,Elementary,No,No,No,Yes,5040,5789,1,Elementary,12.94,17.39077,FALSE
62400011479,Mark West Charter,Santa Rosa,95403,K,8,Elementary,Yes,No,No,No,,,,,,,FALSE
62400003610,Mark West Elementary,Santa Rosa,95403,K,6,Elementary,No,No,No,Yes,2214,5789,3,Elementary,61.76,56.80811,FALSE
60003401797,Mattie Washburn Elementary,Santa Rosa,95403,K,2,Elementary,No,No,No,Yes,,,,,,,FALSE
60168509993,Morrice Schaefer Charter,Santa Rosa,95403,K,6,Elementary,Yes,No,No,Yes,3998,5789,2,Elementary,30.94,29.18459,FALSE
69999907636,North Valley School,Santa Rosa,95403,2,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60645000568,Bret Harte Elementary,Burbank,91505,K,5,Elementary,No,No,No,No,1111,5789,4,Elementary,80.81,81.22831,FALSE
69999948609,Brighton Hall,Burbank,91505,4,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999908084,Brighton Hall School,Burbank,91505,4,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60645013886,Burbank Unified Independent Learning Academy (BUILA),Burbank,91505,7,12,High,No,No,No,No,287,2133,4,High,86.54,84.3793,FALSE
60645000571,Luther Burbank Middle,Burbank,91505,6,8,Middle,No,No,No,Yes,666,2715,4,Middle,75.47,71.25062,FALSE
69999907969,Providence High School,Burbank,91505,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60645000577,Providencia Elementary,Burbank,91505,K,5,Elementary,No,No,No,Yes,1217,5789,4,Elementary,78.98,79.01835,FALSE
60645000579,R. L. Stevenson Elementary,Burbank,91505,K,5,Elementary,No,No,No,No,891,5789,4,Elementary,84.61,85.33177,FALSE
60645000578,Theodore Roosevelt Elementary,Burbank,91505,K,5,Elementary,No,No,No,No,722,5789,4,Elementary,87.53,88.58953,FALSE
60221712198,ACE Empower Academy,San Jose,95116,5,8,Middle,Yes,No,No,Yes,2356,2715,1,Middle,13.22,15.72773,FALSE
60231014147,Adelante Dual Language Academy II,San Jose,95116,K,5,Elementary,No,No,No,Yes,5558,5789,0,Elementary,3.99,10.101,FALSE
60231000106,Aptitud Community Academy at Goss,San Jose,95116,K,8,Elementary,Yes,No,No,Yes,5440,5789,0,Elementary,6.03,12.20793,FALSE
60231000111,Cesar Chavez Elementary,San Jose,95116,K,5,Elementary,No,No,No,Yes,4257,5789,1,Elementary,26.46,26.15499,FALSE
60231000100,Clyde Arbuckle Elementary,San Jose,95116,1,5,Elementary,No,No,No,Yes,5710,5789,0,Elementary,1.36,6.41454,FALSE
60231011445,Learning in an Urban Community with High Achievement (L.U.C.H.A.),San Jose,95116,K,5,Elementary,No,No,No,Yes,3146,5789,2,Elementary,45.66,40.789,FALSE
60231000110,Lee Mathson Middle,San Jose,95116,6,8,Middle,No,No,No,Yes,2015,2715,1,Middle,25.78,24.28837,FALSE
61437001649,McKinley Elementary,San Jose,95116,K,6,Elementary,No,No,No,Yes,4503,5789,1,Elementary,22.21,23.37297,FALSE
60231013126,Renaissance at Mathson,San Jose,95116,6,8,Middle,No,No,No,Yes,1300,2715,3,Middle,52.12,44.95285,FALSE
60184813073,Rocketship Academy Brilliant Minds,San Jose,95116,K,5,Elementary,Yes,No,No,Yes,3140,5789,2,Elementary,45.76,40.88505,FALSE
62271002865,Broad Avenue Elementary,Wilmington,90744,K,5,Elementary,No,No,No,Yes,3577,5789,2,Elementary,38.21,34.43566,FALSE
62271002830,Dan M. Issacs Avalon High,Wilmington,90744,9,12,High,No,No,No,Yes,1985,2133,0,High,6.94,10.94997,FALSE
62271010844,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Wilmington,90744,9,12,High,No,No,No,Yes,16,2133,5,High,99.25,99.02673,FALSE
62271003026,Fries Avenue Elementary,Wilmington,90744,K,5,Elementary,No,No,No,Yes,4980,5789,1,Elementary,13.97,18.13112,FALSE
62271011644,George De La Torre Junior Elementary,Wilmington,90744,K,6,Elementary,No,No,No,Yes,5025,5789,1,Elementary,13.2,17.55308,FALSE
62271003060,Gulf Avenue Elementary,Wilmington,90744,K,5,Elementary,No,No,No,Yes,3498,5789,2,Elementary,39.58,35.47208,FALSE
62271013177,Harry Bridges Span,Wilmington,90744,K,8,Elementary,No,No,No,Yes,1962,5789,3,Elementary,66.11,62.1742,FALSE
62271003075,Hawaiian Avenue Elementary,Wilmington,90744,K,5,Elementary,No,No,No,Yes,4506,5789,1,Elementary,22.16,23.33311,FALSE
69999907815,Pacific Harbor Christian School,Wilmington,90744,PK,11,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002838,Phineas Banning Senior High,Wilmington,90744,9,12,High,No,Yes,No,Yes,1092,2133,2,High,48.8,45.41616,FALSE
60342000256,Aileen Colburn Elementary,Atwater,95301,K,6,Elementary,No,No,No,Yes,3877,5789,2,Elementary,33.03,30.75746,FALSE
62466003699,Atwater High,Atwater,95301,9,12,High,No,No,No,Yes,1072,2133,2,High,49.74,46.16699,FALSE
60342011167,Atwater Senior Academy,Atwater,95301,6,8,Middle,No,No,No,Yes,,,,,,,FALSE
60342000257,Bellevue Elementary,Atwater,95301,K,6,Elementary,No,No,No,Yes,4010,5789,2,Elementary,30.73,29.03894,FALSE
60342013051,Bellevue Senior Elementary,Atwater,95301,7,8,Middle,No,No,No,Yes,1800,2715,2,Middle,33.7,29.6468,FALSE
62466008741,Buhach Colony High,Atwater,95301,9,12,High,No,No,No,Yes,1009,2133,3,High,52.7,48.999,FALSE
60342000258,Elmer Wood Elementary,Atwater,95301,K,6,Elementary,No,No,No,Yes,1933,5789,3,Elementary,66.61,62.6683,FALSE
60342000259,Mitchell Elementary,Atwater,95301,K,6,Elementary,No,No,No,Yes,2931,5789,2,Elementary,49.37,44.26769,FALSE
60342000260,Mitchell Intermediate,Atwater,95301,7,8,Middle,No,No,No,Yes,1402,2715,2,Middle,48.36,41.40142,FALSE
60342004672,Peggy Heller Elementary,Atwater,95301,K,8,Elementary,No,No,No,Yes,1936,5789,3,Elementary,66.56,62.59421,FALSE
62271002861,Brainard Elementary,Lake View Terrace,91342,K,5,Elementary,No,No,No,Yes,3527,5789,2,Elementary,39.07,35.0442,FALSE
69999907206,Concordia Junior/Senior High School,Sylmar,91342,7,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999906288,Delphi Academy Of Los Angeles,Lake View Terrace,91342,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60225511889,Discovery Charter Preparatory #2,Sylmar,91342,9,12,High,Yes,No,No,Yes,1135,2133,2,High,46.79,43.79328,FALSE
62271002968,Dyer Street Elementary,Sylmar,91342,K,5,Elementary,No,No,No,Yes,2124,5789,3,Elementary,63.31,59.03883,FALSE
62271002978,El Dorado Avenue Elementary,Sylmar,91342,K,5,Elementary,No,No,No,Yes,4904,5789,1,Elementary,15.29,18.9452,FALSE
62271002995,Evergreen Continuation,Sylmar,91342,9,12,High,No,No,No,Yes,2026,2133,0,High,5.02,10.31122,FALSE
60212603000,Fenton Avenue Charter,Lake View Terrace,91342,K,5,Elementary,Yes,No,No,Yes,3675,5789,2,Elementary,36.52,33.24788,FALSE
62271003069,Harding Street Elementary,Sylmar,91342,K,5,Elementary,No,No,No,Yes,2337,5789,3,Elementary,59.63,54.77844,FALSE
62271003080,Herrick Avenue Elementary,Sylmar,91342,K,5,Elementary,No,No,No,Yes,3810,5789,2,Elementary,34.19,31.62561,FALSE
60462000422,Benicia High,Benicia,94510,9,12,High,No,No,No,No,550,2133,4,High,74.21,69.45596,FALSE
60462000423,Benicia Middle,Benicia,94510,6,8,Middle,No,No,No,No,698,2715,4,Middle,74.29,69.82412,FALSE
60462012327,Community Day,Benicia,94510,7,12,High,No,No,No,Yes,,,,,,,FALSE
60462009116,Joe Henderson Elementary,Benicia,94510,K,5,Elementary,No,No,No,No,1176,5789,4,Elementary,79.69,79.88152,FALSE
60462000425,Liberty High,Benicia,94510,9,12,High,No,No,No,No,2008,2133,0,High,5.86,10.61871,FALSE
60462000424,Mary Farmar Elementary,Benicia,94510,K,5,Elementary,No,No,No,No,1917,5789,3,Elementary,66.89,63.21108,FALSE
60462002832,Matthew Turner Elementary,Benicia,94510,K,5,Elementary,No,No,No,No,938,5789,4,Elementary,83.8,84.45252,FALSE
60462000427,Robert Semple Elementary,Benicia,94510,K,5,Elementary,No,No,No,No,1972,5789,3,Elementary,65.94,61.96904,FALSE
69999908435,St Dominic Elementary School,Benicia,94510,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61524001930,College View,Glendale,91207,K,12,Other,No,No,No,Yes,,,,,,,FALSE
69999905499,ABC Little Schools - West Hollywood,West Hollywood,90046,PK,1,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002998,Fairfax Senior High,Los Angeles,90046,9,12,High,No,Yes,No,Yes,536,2133,4,High,74.87,69.93934,FALSE
62271003036,Gardner Street Elementary,Los Angeles,90046,K,6,Elementary,No,No,No,Yes,1604,5789,4,Elementary,72.29,70.00048,FALSE
69999944591,Just Like Moms Preschool & Kindergarten,Los Angeles,90046,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60190410870,Larchmont Charter,West Hollywood,90046,K,12,Other,Yes,No,No,Yes,,,,,,,FALSE
62271003127,Laurel Elementary,Los Angeles,90046,K,8,Elementary,No,No,No,Yes,5353,5789,0,Elementary,7.53,13.50783,FALSE
62271003178,Melrose Avenue Elementary,Los Angeles,90046,K,6,Elementary,No,Yes,No,Yes,713,5789,4,Elementary,87.68,88.85226,FALSE
69999908883,Temple Israel Of Hollywood Day School,Los Angeles,90046,K,6,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999954118,West Hollywood College Preparatory School,West Hollywood,90046,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999954119,West Hollywood College Preparatory School,West Hollywood,90046,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62553003821,Central Coast High,Seaside,93955,9,12,High,No,No,No,Yes,1914,2133,1,High,10.27,12.19755,FALSE
69999905992,Chartwell School,Seaside,93955,2,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62553003823,Del Rey Woods Elementary,Seaside,93955,K,5,Elementary,No,No,No,Yes,2706,5789,3,Elementary,53.26,47.94826,FALSE
62553013758,Dual Language Academy of the Monterey Peninsula,Seaside,93955,K,8,Elementary,No,No,No,Yes,4775,5789,1,Elementary,17.52,20.27817,FALSE
62553003837,George C. Marshall Elementary,Seaside,93955,K,5,Elementary,No,No,No,No,2413,5789,3,Elementary,58.32,53.15997,FALSE
62553003828,Highland Elementary,Seaside,93955,K,5,Elementary,No,No,No,Yes,5238,5789,0,Elementary,9.52,15.08083,FALSE
60156708744,International School of Monterey,Seaside,93955,K,8,Elementary,Yes,No,No,(n/a),2721,5789,3,Elementary,53,47.71616,FALSE
62553003829,Martin Luther King,Seaside,93955,K,5,Elementary,No,No,No,Yes,5668,5789,0,Elementary,2.09,7.84624,FALSE
69999942244,Monterey Bay Christian School,Seaside,93955,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62553012178,Monterey Peninsula UNF School,Seaside,93955,6,8,Middle,No,No,No,Yes,,,,,,,FALSE
64215012492,Ada Clegg Elementary,Huntington Beach,92647,K,5,Elementary,No,No,No,Yes,763,5789,4,Elementary,86.82,87.74541,FALSE
62814004328,Circle View Elementary,Huntington Beach,92647,K,5,Elementary,No,Yes,No,No,180,5789,5,Elementary,96.89,96.53377,FALSE
61806008856,Coast High,Huntington Beach,92647,9,12,High,No,No,No,No,1105,2133,2,High,48.2,44.98219,FALSE
62814004329,College View Elementary,Huntington Beach,92647,K,5,Elementary,No,No,No,Yes,2104,5789,3,Elementary,63.66,59.44958,FALSE
69999953718,Fusion Academy - Huntington Beach,Huntington Beach,92647,6,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953724,Fusion Academy Hb: Huntington Beach,Huntington Beach,92647,7,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62814004332,Golden View Elementary,Huntington Beach,92647,K,5,Elementary,No,No,No,Yes,2614,5789,3,Elementary,54.85,49.68998,FALSE
69999948452,Hebrew Academy,Huntington Beach,92647,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
64215006903,Helen Stacey Middle,Huntington Beach,92647,6,8,Middle,No,No,No,Yes,505,2715,4,Middle,81.4,79.08643,FALSE
69999942158,Heritage Montessori,Huntington Beach,92647,PK,4,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61632502037,Bixby Elementary,Hacienda Heights,91745,K,5,Elementary,No,No,No,Yes,1693,5789,4,Elementary,70.75,68.1252,FALSE
61632512808,Cedarlane Academy,Hacienda Heights,91745,K,8,Elementary,No,No,No,Yes,2331,5789,3,Elementary,59.73,54.82093,FALSE
61632502072,Glen A. Wilson High,Hacienda Heights,91745,9,12,High,No,No,No,Yes,221,2133,4,High,89.64,87.86175,FALSE
61632502046,Grazide Elementary,Hacienda Heights,91745,K,5,Elementary,No,No,No,Yes,487,5789,5,Elementary,91.59,92.37709,FALSE
61632502048,Kwis Elementary,Hacienda Heights,91745,K,5,Elementary,No,No,No,Yes,2676,5789,3,Elementary,53.77,48.52093,FALSE
61632502052,Los Altos Elementary,Hacienda Heights,91745,K,5,Elementary,No,No,No,Yes,1401,5789,4,Elementary,75.8,74.56982,FALSE
61632502053,Los Altos High,Hacienda Heights,91745,9,12,High,No,No,No,Yes,905,2133,3,High,57.57,52.92854,FALSE
61632502054,Los Molinos Elementary,Hacienda Heights,91745,K,5,Elementary,No,No,No,Yes,309,5789,5,Elementary,94.66,94.71166,FALSE
61632502055,Los Robles Academy,Hacienda Heights,91745,K,5,Elementary,No,No,No,Yes,3260,5789,2,Elementary,43.69,38.79875,FALSE
61632502056,Mesa Robles,Hacienda Heights,91745,K,8,Elementary,No,No,No,Yes,903,5789,4,Elementary,84.4,85.01546,FALSE
69999942024,Adventist Christian Elementary School,Red Bluff,96080,1,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60276000201,Antelope Elementary,Red Bluff,96080,K,5,Elementary,No,No,No,Yes,2509,5789,3,Elementary,56.66,51.74302,FALSE
61317000421,Bend Elementary,Red Bluff,96080,K,8,Elementary,No,No,No,Yes,1428,5789,4,Elementary,75.33,74.1065,FALSE
60276000202,Berrendos Middle,Red Bluff,96080,6,8,Middle,No,No,No,No,859,2715,3,Middle,68.36,62.35234,FALSE
63198004920,Bidwell Elementary,Red Bluff,96080,K,5,Elementary,No,No,No,Yes,2929,5789,2,Elementary,49.4,44.28272,FALSE
69999953633,Calvary Christian Academy,Red Bluff,96080,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63198004921,Jackson Heights Elementary,Red Bluff,96080,K,5,Elementary,No,No,No,Yes,3349,5789,2,Elementary,42.15,37.49814,FALSE
60276014049,Lassen-Antelope Volcanic Academy (LAVA),Red Bluff,96080,5,8,Middle,Yes,No,No,No,882,2715,3,Middle,67.51,61.42885,FALSE
69104310442,Lincoln Street,Red Bluff,96080,K,8,Elementary,Yes,No,No,No,3878,5789,2,Elementary,33.01,30.75687,FALSE
69999907308,Mercy High School,Red Bluff,96080,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63441012487,Chinese Immersion School at DeAvila,San Francisco,94117,K,5,Elementary,No,No,No,No,54,5789,5,Elementary,99.07,98.18798,FALSE
63441005620,Grattan Elementary,San Francisco,94117,K,5,Elementary,No,No,No,No,1003,5789,4,Elementary,82.67,83.2425,FALSE
63441005633,Muir (John) Elementary,San Francisco,94117,K,5,Elementary,No,No,No,Yes,2101,5789,3,Elementary,63.71,59.5635,FALSE
63441005652,New Traditions Elementary,San Francisco,94117,K,5,Elementary,No,No,No,No,1242,5789,4,Elementary,78.55,78.35679,FALSE
69999942123,San Francisco High School Of The Arts,San Francisco,94117,6,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999908981,Urban School Of San Francisco,San Francisco,94117,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63441005653,Wells (Ida B.) High,San Francisco,94117,9,12,High,No,No,No,No,2007,2133,0,High,5.91,10.63469,FALSE
63795009643,Agnes M. Baptist Elementary,Modesto,95356,K,6,Elementary,No,No,No,Yes,1512,5789,4,Elementary,73.88,72.12887,FALSE
60224412945,Great Valley Academy - Salida,Modesto,95356,K,8,Elementary,Yes,No,No,(n/a),3329,5789,2,Elementary,42.49,37.78633,FALSE
63390012472,Independence Charter,Modesto,95356,K,8,Elementary,Yes,No,No,Yes,,,,,,,FALSE
62515012556,Joseph A. Gregori High,Modesto,95356,9,12,High,No,No,No,No,776,2133,3,High,63.62,58.66255,FALSE
63390014035,Mildred Perkins Elementary,Modesto,95356,K,5,Elementary,No,No,No,Yes,3158,5789,2,Elementary,45.45,40.61893,FALSE
69999930646,Modesto Christian School,Modesto,95356,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999907462,Montessori School Of Modesto,Modesto,95356,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
