schoolid,schoolName,city,zip,lowGrade,highGrade,schoolLevel,isCharterSchool,isMagnetSchool,isVirtualSchool,isTitleISchool,rank,rankOf,rankStars,rankLevel,rankStatewidePercentage,averageStandardScore,isPrivate
62025002439,Murray Manor Elementary,La Mesa,91942,K,6,Elementary,No,No,No,No,1832,5789,3,Elementary,68.35,65.25581,FALSE
62025002440,Northmont Elementary,La Mesa,91942,K,6,Elementary,No,No,No,No,1991,5789,3,Elementary,65.61,61.43455,FALSE
62025002441,Parkway Middle,La Mesa,91942,7,8,Middle,No,No,No,No,591,2715,4,Middle,78.23,75.24035,FALSE
69999908227,Shepherd Of The Hills Lutheran School,La Mesa,91942,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999908631,St Martin Of Tours Academy,La Mesa,91942,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999908863,Taproot Montessori-La Mesa,La Mesa,91942,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62769004167,Anna M. Glazier Elementary,Norwalk,90650,K,5,Elementary,No,No,No,Yes,4138,5789,1,Elementary,28.52,27.61565,FALSE
62769004181,Arturo Sanchez Elementary,Norwalk,90650,K,5,Elementary,No,No,No,Yes,4174,5789,1,Elementary,27.9,27.17865,FALSE
62769008922,Cesar Chavez Elementary,Norwalk,90650,K,5,Elementary,No,No,No,Yes,3240,5789,2,Elementary,44.03,39.11889,FALSE
62769002145,Corvallis Middle,Norwalk,90650,6,8,Middle,No,Yes,No,Yes,2022,2715,1,Middle,25.52,24.07828,FALSE
62193002598,Cresson Elementary,Norwalk,90650,K,5,Elementary,No,No,No,Yes,1788,5789,3,Elementary,69.11,66.10023,FALSE
62769004171,D. D. Johnston Elementary,Norwalk,90650,K,5,Elementary,No,No,No,Yes,2475,5789,3,Elementary,57.25,52.2795,FALSE
62769004161,Earl E. Edmondson Elementary,Norwalk,90650,K,5,Elementary,No,No,No,Yes,4849,5789,1,Elementary,16.24,19.42996,FALSE
62769004158,John Dolland Elementary,Norwalk,90650,K,5,Elementary,No,No,No,Yes,1859,5789,3,Elementary,67.89,64.54217,FALSE
62769004168,John H. Glenn High,Norwalk,90650,9,12,High,No,No,No,Yes,1447,2133,2,High,32.16,29.13184,FALSE
62769004182,John H. Nuffer Elementary,Norwalk,90650,K,5,Elementary,No,No,No,Yes,5088,5789,1,Elementary,12.11,16.82841,FALSE
63543006043,George Mayne Elementary,Alviso,95002,K,5,Elementary,No,No,No,Yes,2052,5789,3,Elementary,64.55,60.29319,FALSE
69999906047,Childrens Community School,Van Nuys,91411,K,6,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60178714225,High Technical LA Middle,Van Nuys,91411,6,8,Middle,Yes,No,No,Yes,1503,2715,2,Middle,44.64,38.48351,FALSE
62271003115,Kester Avenue Elementary,Van Nuys,91411,K,5,Elementary,No,Yes,No,Yes,432,5789,5,Elementary,92.54,93.12448,FALSE
62271003386,Sylvan Park Elementary,Van Nuys,91411,K,5,Elementary,No,No,No,Yes,4935,5789,1,Elementary,14.75,18.55159,FALSE
62271003422,Van Nuys Middle,Van Nuys,91411,6,8,Middle,No,Yes,No,Yes,2384,2715,1,Middle,12.19,14.97455,FALSE
62271003424,Van Nuys Senior High,Van Nuys,91411,9,12,High,No,Yes,No,Yes,779,2133,3,High,63.48,58.61922,FALSE
62271003314,Will Rogers Continuation,Van Nuys,91411,9,12,High,No,No,No,Yes,1981,2133,0,High,7.13,10.98671,FALSE
62409003620,Anna McKenney Intermediate,Marysville,95901,6,8,Middle,No,No,No,Yes,1899,2715,2,Middle,30.06,27.38027,FALSE
69999953609,Bible Baptist Schools,Marysville,95901,K,11,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62409003624,Cordua Elementary,Marysville,95901,K,5,Elementary,No,No,No,Yes,4320,5789,1,Elementary,25.38,25.3708,FALSE
60173408436,CORE Charter,Marysville,95901,K,12,Other,Yes,No,No,Yes,,,,,,,FALSE
62409003632,Covillaud Elementary,Marysville,95901,K,5,Elementary,No,No,No,Yes,1271,5789,4,Elementary,78.04,77.44794,FALSE
62409012398,Edgewater Elementary,Marysville,95901,K,6,Elementary,No,No,No,Yes,2648,5789,3,Elementary,54.26,48.99117,FALSE
62409003627,Foothill Intermediate,Marysville,95901,6,8,Middle,No,No,No,Yes,1131,2715,3,Middle,58.34,50.76257,FALSE
69104809261,Harry P B Carden,Marysville,95901,K,12,Other,No,No,No,(n/a),,,,,,,FALSE
62409003637,Kynoch Elementary,Marysville,95901,K,5,Elementary,No,No,No,Yes,3633,5789,2,Elementary,37.24,33.81165,FALSE
62409003629,Linda Elementary,Marysville,95901,K,6,Elementary,No,No,No,Yes,5445,5789,0,Elementary,5.94,12.04576,FALSE
69999906905,Julia Morgan School For Girls,Oakland,94613,6,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948529,Mills College Childrens School,Oakland,94613,K,5,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948360,Athena Academy,Palo Alto,94306,1,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62961007802,Barron Park Elementary,Palo Alto,94306,K,5,Elementary,No,No,No,Yes,726,5789,4,Elementary,87.46,88.51676,FALSE
69999905781,Bowman School,Palo Alto,94306,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999940051,Casa Dei Bambini School,Palo Alto,94306,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948390,Casa Del Bambini School,Palo Alto,94306,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999953667,Cornerstone Learning Foundation,Palo Alto,94306,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62961004583,El Carmelo Elementary,Palo Alto,94306,K,5,Elementary,No,No,No,Yes,369,5789,5,Elementary,93.63,94.05398,FALSE
62961011454,Ellen Fletcher Middle,Palo Alto,94306,6,8,Middle,No,No,No,No,38,2715,5,Middle,98.6,97.94895,FALSE
62961004585,Fairmeadow Elementary,Palo Alto,94306,K,5,Elementary,No,No,No,No,206,5789,5,Elementary,96.44,96.22638,FALSE
69999906589,Gideon Hausner Jewish Day School,Palo Alto,94306,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999942026,Agbu Vatche And Tamar Manoukian High School,Pasadena,91104,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999930486,Excelsior School,Pasadena,91104,8,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999906902,Judson International School,Pasadena,91104,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948475,Judson International School,Pasadena,91104,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948506,Levon & Hasmig Tavlian Armenian Preschool & Kdgn,Pasadena,91104,K,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62994004677,Longfellow (Henry W.) Elementary,Pasadena,91104,K,5,Elementary,No,No,No,Yes,3002,5789,2,Elementary,48.14,43.09492,FALSE
62994004678,Madison Elementary,Pasadena,91104,K,5,Elementary,No,No,No,Yes,5277,5789,0,Elementary,8.84,14.507,FALSE
62994004679,Marshall Fundamental,Pasadena,91104,6,12,High,No,No,No,Yes,555,2133,4,High,73.98,69.16493,FALSE
69999907796,Our School,Pasadena,91104,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948585,Pasadena Christian School,Pasadena,91104,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60162000001,Aloha Elementary,Lakewood,90715,K,6,Elementary,No,Yes,No,Yes,3395,5789,2,Elementary,41.35,36.91819,FALSE
60162000002,Artesia High,Lakewood,90715,9,12,High,No,Yes,No,Yes,1065,2133,3,High,50.07,46.56601,FALSE
60162000022,Melbourne (Ella P.) Elementary,Lakewood,90715,K,6,Elementary,No,No,No,Yes,3730,5789,2,Elementary,35.57,32.53322,FALSE
60162000025,Palms Elementary,Lakewood,90715,K,6,Elementary,No,Yes,No,Yes,2955,5789,2,Elementary,48.95,43.88187,FALSE
60162000030,Willow Elementary,Lakewood,90715,K,6,Elementary,No,No,No,Yes,2625,5789,3,Elementary,54.66,49.50582,FALSE
62187002594,Jefferson Elementary,Lindsay,93247,K,8,Elementary,No,No,No,Yes,4150,5789,1,Elementary,28.31,27.44373,FALSE
62187005524,John J. Cairns Continuation,Lindsay,93247,9,12,High,No,No,No,Yes,1855,2133,1,High,13.03,12.9685,FALSE
62187012815,Kennedy Elementary,Lindsay,93247,K,8,Elementary,No,No,No,Yes,4046,5789,2,Elementary,30.11,28.6612,FALSE
62187009389,Lincoln Elementary,Lindsay,93247,K,8,Elementary,No,No,No,Yes,4666,5789,1,Elementary,19.4,21.52652,FALSE
62187008420,Lindsay Community Day,Lindsay,93247,7,12,High,No,No,No,Yes,,,,,,,FALSE
62187014391,Lindsay Preschool,Lindsay,93247,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
62187002595,Lindsay Senior High,Lindsay,93247,9,12,High,No,No,No,Yes,989,2133,3,High,53.63,49.65689,FALSE
62187012847,Loma Vista Charter,Lindsay,93247,K,12,Other,Yes,No,No,Yes,,,,,,,FALSE
62187012687,Reagan Elementary,Lindsay,93247,K,8,Elementary,No,No,No,Yes,2539,5789,3,Elementary,56.14,51.08719,FALSE
62187012765,Roosevelt Elementary,Lindsay,93247,K,8,Elementary,No,No,No,Yes,4403,5789,1,Elementary,23.94,24.55099,FALSE
61488001882,Agnes Ware Stanley Elementary,Garden Grove,92840,K,6,Elementary,No,No,No,Yes,2136,5789,3,Elementary,63.1,58.75594,FALSE
61488001884,C. C. Violette Elementary,Garden Grove,92840,K,6,Elementary,No,No,No,Yes,3860,5789,2,Elementary,33.32,30.92883,FALSE
69999948399,Christ Cathedral Academy,Garden Grove,92840,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61488001856,Dr. Walter C. Ralston Intermediate,Garden Grove,92840,7,8,Middle,No,No,No,Yes,633,2715,4,Middle,76.69,72.9761,FALSE
61488001887,Earl Warren Elementary,Garden Grove,92840,K,6,Elementary,No,No,No,Yes,1682,5789,4,Elementary,70.94,68.32988,FALSE
61488001840,Ethel M. Evans Elementary,Garden Grove,92840,K,6,Elementary,No,No,No,Yes,1267,5789,4,Elementary,78.11,77.56706,FALSE
61488001842,Faylane Elementary,Garden Grove,92840,K,6,Elementary,No,No,No,Yes,1535,5789,4,Elementary,73.48,71.60611,FALSE
61488001844,Garden Grove High,Garden Grove,92840,9,12,High,No,No,No,Yes,370,2133,4,High,82.65,79.58879,FALSE
61488001835,Genevieve M. Crosby Elementary,Garden Grove,92840,K,6,Elementary,No,No,No,Yes,1997,5789,3,Elementary,65.5,61.32966,FALSE
61488000753,Izaak Walton Intermediate,Garden Grove,92840,7,8,Middle,No,No,No,Yes,1018,2715,3,Middle,62.5,55.23276,FALSE
62532003775,Bradoaks Elementary,Monrovia,91016,K,5,Elementary,No,No,No,Yes,1806,5789,3,Elementary,68.8,65.68934,FALSE
69999905879,Calvary Road Baptist Academy,Monrovia,91016,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62532013522,Canyon Early Learning Center,Monrovia,91016,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
62532003776,Canyon Oaks High,Monrovia,91016,9,12,High,No,No,No,Yes,1288,2133,2,High,39.62,37.00103,FALSE
62532003777,Clifton Middle,Monrovia,91016,6,8,Middle,No,No,No,No,760,2715,4,Middle,72.01,66.32717,FALSE
69999948428,Excellence In Education Academy,Monrovia,91016,1,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999905612,Immaculate Conception Catholic School,Monrovia,91016,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62532003778,Mayflower Elementary,Monrovia,91016,K,5,Elementary,No,No,No,Yes,686,5789,4,Elementary,88.15,89.23482,FALSE
62532003779,Monroe Elementary,Monrovia,91016,K,5,Elementary,No,No,No,Yes,2032,5789,3,Elementary,64.9,60.69031,FALSE
62532003780,Monrovia High,Monrovia,91016,9,12,High,No,Yes,No,No,564,2133,4,High,73.56,68.7429,FALSE
63583006121,Herbert Slater Middle,Santa Rosa,95405,7,8,Middle,No,No,No,Yes,1405,2715,2,Middle,48.25,41.34788,FALSE
63583006127,Montgomery High,Santa Rosa,95405,9,12,High,No,No,No,Yes,932,2133,3,High,56.31,52.01861,FALSE
63264012471,Rincon Valley Partnership,Santa Rosa,95405,K,6,Elementary,No,No,No,No,,,,,,,FALSE
63581006119,Santa Rosa French-American Charter (SRFACS),Santa Rosa,95405,K,6,Elementary,Yes,No,No,No,1065,5789,4,Elementary,81.6,82.11032,FALSE
63264005079,Spring Creek Matanzas Charter,Santa Rosa,95405,K,6,Elementary,Yes,No,No,Yes,3063,5789,2,Elementary,47.09,42.07389,FALSE
69999908454,St Eugene's Cathedral School,Santa Rosa,95405,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60465000429,Strawberry Elementary,Santa Rosa,95405,4,6,Middle,No,No,No,Yes,,,,,,,FALSE
63264005083,Village Elementary Charter,Santa Rosa,95405,K,6,Elementary,Yes,No,No,No,1359,5789,4,Elementary,76.52,75.6683,FALSE
60465000430,Yulupa Elementary,Santa Rosa,95405,K,3,Elementary,No,No,No,Yes,,,,,,,FALSE
60164508299,Arroyo Vista Charter,Chula Vista,91915,K,8,Elementary,Yes,No,No,Yes,493,5789,5,Elementary,91.48,92.31557,FALSE
60861013096,Camarena (Enrique S.) Elementary,Chula Vista,91915,K,6,Elementary,No,No,No,No,604,5789,4,Elementary,89.57,90.74587,FALSE
69999935165,Eastlake Church Children Center,Chula Vista,91915,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63864001223,Eastlake High,Chula Vista,91915,9,12,High,No,No,No,No,216,2133,4,High,89.87,88.08197,FALSE
60209712726,High Technical Elementary Chula Vista,Chula Vista,91915,K,5,Elementary,Yes,No,No,Yes,2134,5789,3,Elementary,63.14,58.83289,FALSE
60206112083,High Technical High Chula Vista,Chula Vista,91915,9,12,High,Yes,No,No,Yes,921,2133,3,High,56.82,52.3334,FALSE
60180012642,High Technical Middle Chula Vista,Chula Vista,91915,6,8,Middle,Yes,No,No,Yes,1489,2715,2,Middle,45.16,38.88624,FALSE
60861014127,Muraoka (Saburo) Elementary,Chula Vista,91915,K,6,Elementary,No,No,No,No,987,5789,4,Elementary,82.95,83.51178,FALSE
60861005253,Olympic View Elementary,Chula Vista,91915,K,6,Elementary,No,No,No,Yes,1150,5789,4,Elementary,80.13,80.45532,FALSE
60159708632,Downtown College Preparatory,San Jose,95110,9,12,High,Yes,No,No,Yes,1492,2133,2,High,30.05,26.94543,FALSE
60225113738,Downtown College Preparatory Middle,San Jose,95110,5,8,Middle,Yes,No,No,Yes,2276,2715,1,Middle,16.17,17.96652,FALSE
60163713048,Rocketship Alma Academy,San Jose,95110,K,5,Elementary,Yes,No,No,Yes,1477,5789,4,Elementary,74.49,72.71287,FALSE
60178211864,Rocketship Mateo Sheedy Elementary,San Jose,95110,K,5,Elementary,Yes,No,No,Yes,1511,5789,4,Elementary,73.9,72.13877,FALSE
69999908103,Sacred Heart Nativty Schools,San Jose,95110,6,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63459005700,Walter L. Bachrodt Elementary,San Jose,95110,K,5,Elementary,No,No,No,Yes,4449,5789,1,Elementary,23.15,24.03779,FALSE
63459005743,Washington Elementary,San Jose,95110,K,5,Elementary,No,No,No,Yes,3703,5789,2,Elementary,36.03,32.88328,FALSE
61419001619,East High (Continuation),Fortuna,95540,10,12,High,No,No,No,Yes,1956,2133,0,High,8.3,11.35869,FALSE
69100910793,Eel River Community,Fortuna,95540,7,12,High,No,No,No,Yes,,,,,,,FALSE
69999942128,Fortuna Junior Academy,Fortuna,95540,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60142001617,Fortuna Middle,Fortuna,95540,5,8,Middle,No,No,No,Yes,1948,2715,1,Middle,28.25,26.27524,FALSE
61419001620,Fortuna Union High,Fortuna,95540,9,12,High,No,No,No,Yes,1134,2133,2,High,46.84,43.82426,FALSE
69999907587,New Life Christian School/Great Beginnings Prescho,Fortuna,95540,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60142005171,Norman G. Ambrosini Elementary,Fortuna,95540,K,4,Elementary,No,No,No,Yes,3353,5789,2,Elementary,42.08,37.43617,FALSE
69999953916,North Coast Mennonite,Fortuna,95540,1,10,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
60199512857,Redwood Preparatory Charter,Fortuna,95540,K,8,Elementary,Yes,No,No,Yes,1904,5789,3,Elementary,67.11,63.48141,FALSE
60142001618,South Fortuna Elementary,Fortuna,95540,K,4,Elementary,No,No,No,Yes,4283,5789,1,Elementary,26.01,25.82217,FALSE
69999930702,Concordia School - Granada Hills,Granada Hills,91344,PK,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002948,Danube Avenue Elementary,Granada Hills,91344,K,5,Elementary,No,No,No,Yes,2624,5789,3,Elementary,54.67,49.51811,FALSE
69999906276,De La Salle School,Granada Hills,91344,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62271002979,El Oro Way Charter For Enriched Studies,Granada Hills,91344,K,5,Elementary,Yes,No,No,No,1018,5789,4,Elementary,82.41,82.92693,FALSE
62271003287,George K. Porter Middle,Granada Hills,91344,6,8,Middle,No,Yes,No,Yes,702,2715,4,Middle,74.14,69.69056,FALSE
62271003049,Granada Elementary,Granada Hills,91344,K,5,Elementary,No,No,No,Yes,2930,5789,2,Elementary,49.39,44.27507,FALSE
60220603050,Granada Hills Charter,Granada Hills,91344,K,12,Other,Yes,No,No,Yes,,,,,,,FALSE
62271003074,Haskell Elementary Sci Technical Engr Arts And Math (STEAM) Magnet,Granada Hills,91344,K,5,Elementary,No,Yes,No,Yes,1935,5789,3,Elementary,66.57,62.63328,FALSE
62271002801,Jane Addams Continuation,Granada Hills,91344,9,12,High,No,No,No,Yes,1782,2133,1,High,16.46,14.65815,FALSE
69999953789,Jets Yeshivah,Granada Hills,91344,10,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62250009902,Alvarado Elementary,Long Beach,90806,K,5,Elementary,No,No,No,Yes,1675,5789,4,Elementary,71.07,68.46924,FALSE
62250002699,Birney Elementary,Long Beach,90806,K,5,Elementary,No,No,No,Yes,2505,5789,3,Elementary,56.73,51.81746,FALSE
62250002704,Bobbie Smith Elementary,Long Beach,90806,K,5,Elementary,No,No,No,Yes,3120,5789,2,Elementary,46.1,41.15021,FALSE
62250002732,Lafayette Elementary,Long Beach,90806,K,5,Elementary,No,No,No,Yes,1652,5789,4,Elementary,71.46,68.85051,FALSE
69999942291,Pacific Baptist School,Long Beach,90806,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62250003226,Robinson Academy,Long Beach,90806,K,8,Elementary,No,No,No,Yes,2655,5789,3,Elementary,54.14,48.8839,FALSE
69999909210,Westerly School Of Long Beach,Long Beach,90806,K,8,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61233011060,Arlene Hein Elementary,Elk Grove,95757,K,6,Elementary,No,No,No,No,1049,5789,4,Elementary,81.88,82.38129,FALSE
61233011726,Carroll Elementary,Elk Grove,95757,K,6,Elementary,No,No,No,No,885,5789,4,Elementary,84.71,85.48934,FALSE
61233012274,Cosumnes Oaks High,Elk Grove,95757,9,12,High,No,No,No,No,217,2133,4,High,89.83,88.0504,FALSE
61233012284,Elizabeth Pinkerton Middle,Elk Grove,95757,7,8,Middle,No,No,No,No,312,2715,4,Middle,88.51,87.75292,FALSE
61233008275,Elk Grove Charter,Elk Grove,95757,7,12,High,Yes,No,No,No,1512,2133,1,High,29.11,25.82082,FALSE
61233010597,Elliott Ranch Elementary,Elk Grove,95757,K,6,Elementary,No,No,No,No,717,5789,4,Elementary,87.61,88.75261,FALSE
61233001400,Franklin Elementary,Elk Grove,95757,K,6,Elementary,No,No,No,No,1319,5789,4,Elementary,77.22,76.62327,FALSE
61233010593,Franklin High,Elk Grove,95757,9,12,High,No,No,No,No,256,2133,4,High,88,86.24341,FALSE
61233011065,Helen Carr Castello Elementary,Elk Grove,95757,K,6,Elementary,No,No,No,No,1317,5789,4,Elementary,77.25,76.65036,FALSE
61233010594,Toby Johnson Middle,Elk Grove,95757,7,8,Middle,No,No,No,No,437,2715,4,Middle,83.9,81.88187,FALSE
60813000782,Argus High (Continuation),Ceres,95307,9,12,High,No,No,No,Yes,1910,2133,1,High,10.45,12.25081,FALSE
60813004129,Blaker-Kinser Junior High,Ceres,95307,7,8,Middle,No,No,No,Yes,2269,2715,1,Middle,16.43,18.11179,FALSE
60813000783,Carroll Fowler Elementary,Ceres,95307,K,6,Elementary,No,No,No,Yes,5530,5789,0,Elementary,4.47,10.59113,FALSE
60813000784,Caswell Elementary,Ceres,95307,K,6,Elementary,No,No,No,Yes,5707,5789,0,Elementary,1.42,6.48935,FALSE
60813012599,Caswell State Preschool,Ceres,95307,,,,No,(n/a),(n/a),(n/a),,,,,,,FALSE
60813011489,Central Valley High,Ceres,95307,9,12,High,No,No,No,Yes,1035,2133,3,High,51.48,47.68984,FALSE
60813000785,Ceres High,Ceres,95307,9,12,High,No,No,No,Yes,1028,2133,3,High,51.8,47.75793,FALSE
60813014023,Ceres Special Education,Ceres,95307,K,12,Other,No,No,No,No,,,,,,,FALSE
60813012670,Cesar Chavez Junior High,Ceres,95307,7,8,Middle,No,No,No,Yes,2046,2715,1,Middle,24.64,23.32307,FALSE
60813000786,Don Pedro Elementary,Ceres,95307,K,6,Elementary,No,No,No,Yes,5572,5789,0,Elementary,3.75,9.84978,FALSE
69999953574,Almansor Academy (Institute For Redesign Of Learni,South Pasadena,90040,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62547003788,Bandini Elementary,Commerce,90040,K,5,Elementary,No,No,No,Yes,4695,5789,1,Elementary,18.9,21.13787,FALSE
69107812777,Kirby Dorothy Camp,Commerce,90040,7,12,High,No,No,No,Yes,,,,,,,FALSE
62547003807,Rosewood Park,Commerce,90040,K,8,Elementary,No,No,No,Yes,4818,5789,1,Elementary,16.77,19.79248,FALSE
62454012252,Quail Valley Elementary,Menifee,92587,K,5,Elementary,No,No,No,Yes,2704,5789,3,Elementary,53.29,47.96155,FALSE
61524001919,Balboa Elementary,Glendale,91201,K,6,Elementary,No,No,No,Yes,1733,5789,4,Elementary,70.06,67.2082,FALSE
61524001928,Benjamin Franklin Elementary,Glendale,91201,K,6,Elementary,No,Yes,No,No,737,5789,4,Elementary,87.27,88.35699,FALSE
61524001934,Thomas Jefferson Elementary,Glendale,91201,K,6,Elementary,No,No,No,Yes,1638,5789,4,Elementary,71.7,69.13074,FALSE
63207002617,Bryn Mawr Elementary,Loma Linda,92354,K,5,Elementary,No,No,No,Yes,1492,5789,4,Elementary,74.23,72.41906,FALSE
69999907190,Loma Linda Academy,Loma Linda,92354,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63531005993,Abraham Lincoln Elementary,Santa Ana,92704,K,5,Elementary,No,No,No,Yes,4871,5789,1,Elementary,15.86,19.29994,FALSE
63531005981,Adams Elementary,Santa Ana,92704,K,5,Elementary,No,No,No,Yes,3978,5789,2,Elementary,31.28,29.41043,FALSE
63531005990,Andrew Jackson Elementary,Santa Ana,92704,K,5,Elementary,No,No,No,Yes,4788,5789,1,Elementary,17.29,20.10024,FALSE
69999905645,Ari Guiragos Minassian Armenian School,Santa Ana,92704,PK,6,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948368,Bethel Baptist Church And School,Santa Ana,92704,K,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999935107,Calvary Chapel High/Maranatha Christian Academy,Santa Ana,92704,PK,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
63531005988,Carl Harvey Elementary,Santa Ana,92704,K,5,Elementary,No,No,No,Yes,4122,5789,1,Elementary,28.8,27.78417,FALSE
63531005983,Diamond Elementary,Santa Ana,92704,K,5,Elementary,No,No,No,Yes,3688,5789,2,Elementary,36.29,33.06789,FALSE
61488001877,Edward Russell Elementary,Santa Ana,92704,K,6,Elementary,No,No,No,Yes,4538,5789,1,Elementary,21.61,22.96982,FALSE
63531005982,Gerald P. Carr Intermediate,Santa Ana,92704,6,8,Middle,No,No,No,Yes,2353,2715,1,Middle,13.33,15.85442,FALSE
69999953888,Montessori School Of The Valley,Palm Desert,92211,PK,3,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999907833,Palm Desert Learning Tree,Palm Desert,92211,PK,5,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999948584,Palm Desert Learning Tree Center,Palm Desert,92211,PK,5,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
61111011713,Ronald Reagan Elementary,Palm Desert,92211,K,5,Elementary,No,No,No,Yes,1739,5789,3,Elementary,69.96,67.10218,FALSE
69999909009,Tot Stop Preschool,Palm Desert,92211,PK,K,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
69999940460,Xavier College Preparatory High School,Palm Desert,92211,9,12,Private,(n/a),(n/a),(n/a),(n/a),,,,,,,TRUE
62513003731,Catherine Everett Elementary,Modesto,95350,K,6,Elementary,No,No,No,Yes,3674,5789,2,Elementary,36.53,33.24826,FALSE
60240614327,Connecting Waters Charter School - Central Valley,Modesto,95350,K,12,Other,Yes,No,No,(n/a),,,,,,,FALSE
62513003726,Elihu Beard Elementary,Modesto,95350,K,6,Elementary,No,No,No,Yes,4923,5789,1,Elementary,14.96,18.71091,FALSE
63795006394,George Eisenhut Elementary,Modesto,95350,K,6,Elementary,No,No,No,Yes,4162,5789,1,Elementary,28.11,27.33671,FALSE
62515003739,Grace M. Davis High,Modesto,95350,9,12,High,No,No,No,Yes,1517,2133,1,High,28.88,25.5517,FALSE
60236312249,Great Valley Academy,Modesto,95350,K,8,Elementary,Yes,No,No,(n/a),2746,5789,3,Elementary,52.57,47.18782,FALSE
62513003735,John Fremont Elementary,Modesto,95350,K,6,Elementary,No,No,No,Yes,4006,5789,2,Elementary,30.8,29.09815,FALSE
62513003745,John Muir Elementary,Modesto,95350,K,6,Elementary,No,No,No,Yes,4967,5789,1,Elementary,14.2,18.33999,FALSE
63795006393,Josephine Chrysler Elementary,Modesto,95350,K,6,Elementary,No,No,No,Yes,4869,5789,1,Elementary,15.89,19.34113,FALSE
63795011497,Mary Lou Dieterich Elementary,Modesto,95350,K,6,Elementary,No,No,No,No,1937,5789,3,Elementary,66.54,62.58977,FALSE
61674002123,Brenkwitz High,Hayward,94541,9,12,High,No,No,No,Yes,2047,2133,0,High,4.03,9.97335,FALSE
61674002106,Burbank Elementary,Hayward,94541,K,6,Elementary,No,No,No,Yes,3405,5789,2,Elementary,41.18,36.80075,FALSE
61674002108,Cherryland Elementary,Hayward,94541,K,6,Elementary,No,No,No,Yes,5264,5789,0,Elementary,9.07,14.69574,FALSE
63471005847,Colonial Acres Elementary,Hayward,94541,K,5,Elementary,No,No,No,Yes,5366,5789,0,Elementary,7.31,13.24574,FALSE
61674002109,East Avenue Elementary,Hayward,94541,K,6,Elementary,No,No,No,Yes,3652,5789,2,Elementary,36.91,33.57975,FALSE
