,zipcode,county_name,city,population,population_rank,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_65_years_and_over,hhi_lt_25k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
544,92677,Orange,Mission Viejo,95516,78,Aliso Viejo; Laguna Beach; Laguna Hills; Laguna Niguel; Mission Viejo; San Juan Capistrano,43249765,108252,151673,59476,0.231,59784,82834,2648,5902,66314,3972.0,45.1,0.3281,0.2059,0.04898,0.04,27695,827100
545,92679,Orange,Lake Forest,83974,101,Coto de Caza; Lake Forest; Mission Viejo; Rancho Santa Margarita,58575875,175027,224861,75830,0.4182,54837,137259,435,4539,32657,1444.0,43.5,0.376,0.232,0.02301,0.035,11249,890700
546,92679,Orange,Mission Viejo,95516,78,Coto de Caza; Lake Forest; Mission Viejo; Rancho Santa Margarita,58575875,175027,224861,75830,0.4182,54837,137259,435,4539,32657,1444.0,43.5,0.376,0.232,0.02301,0.035,11249,890700
547,92683,Orange,Garden Grove,173258,29,Garden Grove; Westminster,25909717,62617,89346,28692,0.08704,38088,40401,6108,2394,91105,9100.0,41.8,0.1959,0.074,0.134,0.053,28494,603800
548,92683,Orange,Westminster,91137,87,Garden Grove; Westminster,25909717,62617,89346,28692,0.08704,38088,40401,6108,2394,91105,9100.0,41.8,0.1959,0.074,0.134,0.053,28494,603800
549,92691,Orange,Lake Forest,83974,101,Lake Forest; Mission Viejo,22798304,117517,137319,47834,0.183,60625,81458,1329,3113,50839,5776.0,43.5,0.3079,0.145,0.02802,0.037,17594,670800
550,92691,Orange,Mission Viejo,95516,78,Lake Forest; Mission Viejo,22798304,117517,137319,47834,0.183,60625,81458,1329,3113,50839,5776.0,43.5,0.3079,0.145,0.02802,0.037,17594,670800
551,92692,Orange,Mission Viejo,95516,78,Ladera Ranch; Mission Viejo; Rancho Santa Margarita,25516944,117828,144437,54715,0.223,54000,78814,1595,3884,46800,4750.0,47.3,0.3318,0.1941,0.04102,0.05103,18437,722500
552,92694,Orange,Mission Viejo,95516,78,Ladera Ranch; Mission Viejo,24589872,166015,205513,63287,0.3718,60299,100250,317,3370,29570,3114.0,33.4,0.443,0.241,0.02301,0.036,9178,781600
553,92703,Orange,Garden Grove,173258,29,Garden Grove; Santa Ana,10697292,61584,77983,17130,0.038,35486,50463,1880,515,69112,16740.0,32.0,0.074,0.026,0.151,0.067,13927,442600
554,92703,Orange,Santa Ana,332794,11,Garden Grove; Santa Ana,10697292,61584,77983,17130,0.038,35486,50463,1880,515,69112,16740.0,32.0,0.074,0.026,0.151,0.067,13927,442600
555,92704,Orange,Santa Ana,332794,11,Santa Ana,19454598,69272,86316,21358,0.048,53651,58763,2416,962,88321,11760.0,32.9,0.122,0.042,0.116,0.045,20516,477800
556,92705,Orange,Orange,139887,41,North Tustin; Orange; Santa Ana; Tustin,29931652,108786,150753,48363,0.235,76786,103606,1239,3463,47298,4092.0,39.2,0.26,0.1589,0.058,0.03198,15577,861400
557,92705,Orange,Santa Ana,332794,11,North Tustin; Orange; Santa Ana; Tustin,29931652,108786,150753,48363,0.235,76786,103606,1239,3463,47298,4092.0,39.2,0.26,0.1589,0.058,0.03198,15577,861400
558,92705,Orange,Tustin,79863,108,North Tustin; Orange; Santa Ana; Tustin,29931652,108786,150753,48363,0.235,76786,103606,1239,3463,47298,4092.0,39.2,0.26,0.1589,0.058,0.03198,15577,861400
559,92706,Orange,Garden Grove,173258,29,Garden Grove; Orange; Santa Ana,9161338,70201,94923,26255,0.08704,44938,55291,1161,814,35748,10104.0,33.2,0.1279,0.075,0.131,0.076,9579,626000
560,92706,Orange,Orange,139887,41,Garden Grove; Orange; Santa Ana,9161338,70201,94923,26255,0.08704,44938,55291,1161,814,35748,10104.0,33.2,0.1279,0.075,0.131,0.076,9579,626000
561,92706,Orange,Santa Ana,332794,11,Garden Grove; Orange; Santa Ana,9161338,70201,94923,26255,0.08704,44938,55291,1161,814,35748,10104.0,33.2,0.1279,0.075,0.131,0.076,9579,626000
562,92707,Orange,Santa Ana,332794,11,Santa Ana,12956927,77505,90005,22208,0.047,42742,61901,1553,655,60831,12160.0,31.8,0.113,0.035,0.10706,0.04398,14195,472100
563,92780,Orange,Tustin,79863,108,North Tustin; Tustin,18112940,75378,97175,31915,0.09296,59289,50769,2215,1724,59499,8504.0,33.8,0.239,0.10706,0.08203,0.04,19462,590300
564,92782,Orange,Irvine,273157,14,Irvine; Orange; Tustin,8707563,118438,165854,58542,0.278,18008,103056,534,2220,23084,6868.0,37.8,0.395,0.265,0.043,0.035,8629,787200
565,92782,Orange,Tustin,79863,108,Irvine; Orange; Tustin,8707563,118438,165854,58542,0.278,68037,103056,534,2220,23084,6868.0,37.8,0.395,0.265,0.043,0.035,8629,787200
566,92801,Orange,Anaheim,349964,10,Anaheim; Fullerton,16255447,63046,78261,22873,0.035,55192,34343,3235,634,66594,10610.0,32.2,0.151,0.042,0.131,0.059,18924,469100
567,92801,Orange,Fullerton,139611,42,Anaheim; Fullerton,16255447,63046,78261,22873,0.035,55192,34343,3235,634,66594,10610.0,32.2,0.151,0.042,0.131,0.059,18924,469100
568,92802,Orange,Anaheim,349964,10,Anaheim,11778382,60170,76316,22600,0.03302,36902,40904,2144,383,42016,9240.0,33.7,0.1421,0.04398,0.172,0.06198,12185,523600
569,92804,Orange,Anaheim,349964,10,Anaheim; Garden Grove; Stanton,18154797,65786,83809,25020,0.05603,45701,47071,4294,1390,89915,12824.0,34.6,0.175,0.047,0.11206,0.047,26106,549000
570,92804,Orange,Garden Grove,173258,29,Anaheim; Garden Grove; Stanton,18154797,65786,83809,25020,0.05603,45701,47071,4294,1390,89915,12824.0,34.6,0.175,0.047,0.11206,0.047,26106,549000
571,92805,Orange,Anaheim,349964,10,Anaheim,16355825,66253,80892,22919,0.05,64071,46417,3079,987,74478,11790.0,31.0,0.1421,0.048,0.148,0.054,20821,499600
572,92806,Orange,Anaheim,349964,10,Anaheim; Fullerton; Orange,20082612,68973,86479,28790,0.04898,32120,45324,1751,605,39442,5090.0,34.4,0.19,0.076,0.096,0.045,13081,576800
573,92806,Orange,Fullerton,139611,42,Anaheim; Fullerton; Orange,20082612,68973,86479,28790,0.04898,32120,45324,1751,605,39442,5090.0,34.4,0.19,0.076,0.096,0.045,13081,576800
574,92806,Orange,Orange,139887,41,Anaheim; Fullerton; Orange,20082612,68973,86479,28790,0.04898,32120,45324,1751,605,39442,5090.0,34.4,0.19,0.076,0.096,0.045,13081,576800
575,92807,Orange,Anaheim,349964,10,Anaheim; Orange; Yorba Linda,28731324,113323,135147,48654,0.2009,68026,86818,810,2496,35687,3216.0,44.9,0.2659,0.15,0.03,0.047,12788,681700
576,92807,Orange,Orange,139887,41,Anaheim; Orange; Yorba Linda,28731324,113323,135147,48654,0.2009,68026,86818,810,2496,35687,3216.0,44.9,0.2659,0.15,0.03,0.047,12788,681700
577,92807,Orange,Yorba Linda,67725,129,Anaheim; Orange; Yorba Linda,28731324,113323,135147,48654,0.2009,68026,86818,810,2496,35687,3216.0,44.9,0.2659,0.15,0.03,0.047,12788,681700
578,92808,Orange,Anaheim,349964,10,Anaheim; Yorba Linda,13201761,128378,150282,55119,0.221,30682,80972,529,1642,20483,4018.0,42.7,0.331,0.218,0.03198,0.036,7552,717700
579,92808,Orange,Yorba Linda,67725,129,Anaheim; Yorba Linda,13201761,128378,150282,55119,0.221,30682,80972,529,1642,20483,4018.0,42.7,0.331,0.218,0.03198,0.036,7552,717700
580,92831,Orange,Fullerton,139611,42,Fullerton,15476266,70725,95826,33436,0.089,25000,70211,1969,1102,37359,6252.0,29.1,0.2742,0.155,0.072,0.073,13338,643600
581,92832,Orange,Fullerton,139611,42,Fullerton,7263451,65455,84388,28287,0.055,44191,42663,1532,456,25837,9220.0,33.6,0.2109,0.101,0.13,0.076,8776,555800
582,92833,Orange,Fullerton,139611,42,Fullerton,18965368,82465,103997,33715,0.109,46629,64088,1881,1772,52435,7160.0,37.6,0.2742,0.144,0.061,0.067,16733,634900
583,92835,Orange,Fullerton,139611,42,Brea; Fullerton,15599363,113345,148589,55036,0.2471,32721,69268,788,2101,23528,3906.0,45.0,0.303,0.2429,0.037,0.036,8969,770500
584,92840,Orange,Garden Grove,173258,29,Garden Grove,13476528,72926,88166,26121,0.065,76875,45685,2266,984,54735,10520.0,36.6,0.1641,0.058,0.09796,0.04102,15502,531100
585,92841,Orange,Garden Grove,173258,29,Garden Grove; Stanton,11598541,62339,81212,24338,0.058,35000,41615,1891,541,33754,7536.0,39.1,0.1659,0.048,0.15,0.052,9668,567600
586,92843,Orange,Garden Grove,173258,29,Garden Grove,10081247,63248,78513,21556,0.052,74741,40822,2125,618,46873,12040.0,37.4,0.139,0.03,0.113,0.038,12104,515100
587,92844,Orange,Garden Grove,173258,29,Garden Grove; Westminster,5498336,58463,76018,23738,0.06,38409,34196,1504,406,23189,10920.0,40.7,0.173,0.048,0.167,0.061,6931,485500
588,92844,Orange,Westminster,91137,87,Garden Grove; Westminster,5498336,58463,76018,23738,0.06,38409,34196,1504,406,23189,10920.0,40.7,0.173,0.048,0.167,0.061,6931,485500
589,92845,Orange,Garden Grove,173258,29,Garden Grove,5637422,106269,120007,42291,0.158,48170,58963,470,878,16273,7476.0,42.2,0.26,0.131,0.025,0.04602,5654,616200
590,92860,Riverside,Eastvale,62046,148,Eastvale; Jurupa Valley; Norco,36252878,102345,119353,34269,0.143,30444,61118,740,1015,26849,1918.0,41.0,0.126,0.075,0.04102,0.037,7473,545100
591,92860,Riverside,Jurupa Valley,105653,68,Eastvale; Jurupa Valley; Norco,36252878,102345,119353,34269,0.143,38323,61118,740,1015,26849,1918.0,41.0,0.126,0.075,0.04102,0.037,7473,545100
592,92866,Orange,Orange,139887,41,Orange; Santa Ana,5003332,74331,97384,35997,0.07697,24770,47034,1030,418,15574,8060.0,34.4,0.24,0.10297,0.10706,0.021,5800,651200
593,92866,Orange,Santa Ana,332794,11,Orange; Santa Ana,5003332,74331,97384,35997,0.07697,24770,47034,1030,418,15574,8060.0,34.4,0.24,0.10297,0.10706,0.021,5800,651200
594,92867,Orange,Orange,139887,41,Orange; Villa Park,20592758,95591,129078,38681,0.1741,23375,74185,1362,2251,44655,5616.0,34.3,0.258,0.136,0.075,0.047,13311,701600
595,92868,Orange,Garden Grove,173258,29,Garden Grove; Orange,8637187,64949,84083,27302,0.047,46413,32469,1303,381,27072,8116.0,31.9,0.2091,0.076,0.10297,0.063,8474,480700
596,92868,Orange,Orange,139887,41,Garden Grove; Orange,8637187,64949,84083,27302,0.047,46413,32469,1303,381,27072,8116.0,31.9,0.2091,0.076,0.10297,0.063,8474,480700
597,92869,Orange,Orange,139887,41,Orange,23977057,111835,138523,44848,0.1841,45204,72377,787,2123,36846,3980.0,39.9,0.296,0.143,0.045,0.043,11904,702300
598,92870,Orange,Anaheim,349964,10,Anaheim; Placentia,17553300,94908,113231,37662,0.1321,77955,58143,1730,2265,53600,7908.0,37.5,0.252,0.139,0.06,0.04102,17632,630300
599,92879,Riverside,Corona,166972,31,Corona; Home Gardens,26002770,69801,86127,27775,0.063,38821,44226,2240,895,47872,4770.0,34.4,0.156,0.068,0.111,0.047,14841,413400
600,92880,Riverside; San Bernardino,Chino,89631,92,Chino; Corona; Eastvale,64372560,107076,127147,33721,0.153,30444,60915,1365,2656,69656,2802.0,33.3,0.235,0.12,0.04898,0.04898,18250,549300
601,92880,Riverside; San Bernardino,Corona,166972,31,Chino; Corona; Eastvale,64372560,107076,127147,33721,0.153,30444,60915,1365,2656,69656,2802.0,33.3,0.235,0.12,0.04898,0.04898,18250,549300
602,92880,Riverside; San Bernardino,Eastvale,62046,148,Chino; Corona; Eastvale,64372560,107076,127147,33721,0.153,30444,60915,1365,2656,69656,2802.0,33.3,0.235,0.12,0.04898,0.04898,18250,549300
603,92881,Riverside,Corona,166972,31,Corona; El Cerrito; Temescal Valley,71604112,107886,135593,40815,0.1709,35058,61196,872,1632,33531,1213.0,37.7,0.205,0.104,0.052,0.05103,9817,544300
604,92882,Riverside,Corona,166972,31,Corona; Coronita,66654080,80424,97751,30493,0.09296,35909,51851,2768,1989,73250,2846.0,35.1,0.182,0.07697,0.079,0.054,21936,463600
605,92883,Riverside,Corona,166972,31,Corona; Lake Elsinore; Temescal Valley,144238306,111149,128883,39546,0.153,35058,68534,803,1607,35933,645.0,38.0,0.188,0.12396,0.037,0.04602,11137,472300
606,92883,Riverside,Lake Elsinore,65817,135,Corona; Lake Elsinore; Temescal Valley,144238306,111149,128883,39546,0.153,55241,68534,803,1607,35933,645.0,38.0,0.188,0.12396,0.037,0.04602,11137,472300
607,92886,Orange,Yorba Linda,67725,129,Brea; Yorba Linda,38163602,125359,156371,53005,0.2542,52486,79313,1276,4273,50784,3446.0,43.4,0.33,0.183,0.035,0.036,17437,823800
608,92887,Orange,Anaheim,349964,10,Anaheim; Yorba Linda,24726678,139872,174601,60719,0.295,58750,96500,377,2019,20012,2096.0,45.2,0.376,0.23,0.036,0.035,7029,891500
609,92887,Orange,Yorba Linda,67725,129,Anaheim; Yorba Linda,24726678,139872,174601,60719,0.295,58750,96500,377,2019,20012,2096.0,45.2,0.376,0.23,0.036,0.035,7029,891500
610,93001,Santa Barbara; Ventura,San Buenaventura (Ventura),109910,61,San Buenaventura (Ventura),531334846,68356,88438,35875,0.06604,41984,68224,2167,835,32396,157.9,38.2,0.2091,0.12396,0.085,0.048,14199,589800
611,93003,Ventura,San Buenaventura (Ventura),109910,61,San Buenaventura (Ventura),53298195,78899,100468,38926,0.096,26429,61986,2513,1857,51629,2508.0,40.0,0.2241,0.147,0.045,0.05,20403,567600
612,93004,Ventura,San Buenaventura (Ventura),109910,61,San Buenaventura (Ventura); Saticoy,18246242,90018,106447,38451,0.09296,34206,59464,1250,1023,31525,4476.0,39.8,0.212,0.118,0.03099,0.047,11486,556500
613,93010,Ventura,Camarillo,68122,128,Camarillo,57323539,93534,121128,43642,0.146,41780,82083,1848,2338,46063,2082.0,39.0,0.2421,0.1589,0.05103,0.042,16726,635800
614,93012,Ventura,Camarillo,68122,128,Camarillo; Santa Rosa Valley; Thousand Oaks,135797345,102480,137249,51692,0.187,41780,63283,1445,2468,36052,687.5,44.5,0.297,0.178,0.036,0.05,13838,624300
615,93012,Ventura,Thousand Oaks,127873,46,Camarillo; Santa Rosa Valley; Thousand Oaks,135797345,102480,137249,51692,0.187,51329,63283,1445,2468,36052,687.5,44.5,0.297,0.178,0.036,0.05,13838,624300
616,93021,Ventura,Simi Valley,125842,48,Moorpark; Simi Valley; Thousand Oaks,122410395,107363,140256,45576,0.215,78958,71103,823,2614,38581,816.5,38.8,0.283,0.1539,0.027,0.04602,12665,636800
617,93021,Ventura,Thousand Oaks,127873,46,Moorpark; Simi Valley; Thousand Oaks,122410395,107363,140256,45576,0.215,78958,71103,823,2614,38581,816.5,38.8,0.283,0.1539,0.027,0.04602,12665,636800
618,93030,Ventura,Oxnard,208154,21,Oxnard,36314274,73093,86950,23735,0.052,53065,41239,2025,765,58422,4170.0,32.4,0.1321,0.043,0.118,0.06396,15562,478000
619,93033,Ventura,Oxnard,208154,21,Oxnard,75924089,63204,74403,17308,0.029,49583,48393,2364,499,84701,2890.0,30.4,0.085,0.018,0.157,0.05603,17906,402100
620,93035,Ventura,Oxnard,208154,21,Channel Islands Beach; Oxnard,10501578,92109,112795,40130,0.1,51419,77797,852,995,29354,7240.0,41.9,0.2,0.118,0.03198,0.061,12071,573200
621,93036,Ventura,Oxnard,208154,21,El Rio; Oxnard,40401231,77158,93363,27018,0.084,54028,58140,1614,1097,48162,3088.0,31.3,0.155,0.06604,0.101,0.063,13801,477700
622,93041,Ventura,Oxnard,208154,21,Oxnard; Port Hueneme,28752318,63387,72837,24631,0.025,47560,50893,1237,178,24208,2180.0,32.0,0.138,0.06198,0.089,0.05103,8524,412200
623,93063,Ventura,Simi Valley,125842,48,Santa Susana; Simi Valley,85371518,96400,117098,41018,0.1271,78500,49493,1985,2407,56458,1713.0,41.7,0.218,0.09796,0.045,0.04398,19631,567500
624,93065,Ventura,Simi Valley,125842,48,Simi Valley,82007751,101102,127856,44090,0.153,63921,64776,2039,3644,71832,2268.0,40.0,0.236,0.117,0.038,0.04602,24803,601500
625,93101,Santa Barbara,Santa Barbara,91376,86,Santa Barbara,8883516,60612,84575,35930,0.08203,34738,44746,2663,1073,31371,9144.0,34.4,0.235,0.155,0.1,0.038,14114,892300
626,93103,Santa Barbara,Santa Barbara,91376,86,Mission Canyon; Montecito; Santa Barbara,13568565,92101,128931,49527,0.218,61629,77051,922,1693,20538,3920.0,36.1,0.2429,0.221,0.054,0.025,8268,1040400
627,93105,Santa Barbara,Santa Barbara,91376,86,Mission Canyon; Santa Barbara,251560744,94556,131497,54396,0.212,77891,80957,1405,2467,28545,294.0,46.4,0.354,0.234,0.043,0.043,12318,1089900
628,93108,Santa Barbara,Santa Barbara,91376,86,Montecito; Santa Barbara; Summerland; Toro Canyon,54915708,149829,263582,104742,0.4219,210432,149500,430,1711,10401,490.5,52.5,0.343,0.37,0.048,0.08795,5276,2000001
629,93109,Santa Barbara,Santa Barbara,91376,86,Santa Barbara,8766878,90341,131699,56549,0.2009,43879,47394,682,914,10771,3182.0,45.5,0.3232,0.2659,0.05603,0.06396,5068,1220100
630,93110,Santa Barbara,Santa Barbara,91376,86,Santa Barbara,27314069,87111,128223,51081,0.1709,75159,68082,1125,1104,16849,1598.0,46.5,0.27,0.2,0.075,0.038,6940,859400
631,93117,Santa Barbara,Santa Barbara,91376,86,Goleta; Isla Vista; Santa Barbara,440497375,66151,91067,27717,0.09204,22386,80234,3834,1485,58546,344.2,22.1,0.2642,0.239,0.054,0.09296,17116,812200
632,93203,Kern,Bakersfield,377917,9,Arvin; Bakersfield; Edmundson Acres,556194471,38985,48774,12132,0.003,29414,34911,1400,15,22662,105.5,25.4,0.015,0.005,0.289,0.094,5602,166500
633,93274,Tulare,Tulare,63547,143,East Tulare Villa; Matheny; Tulare; Waukena; Woodville,554467742,53185,69688,20773,0.029,36118,37134,4340,629,74000,345.8,28.7,0.078,0.02802,0.175,0.068,22873,209600
634,93277,Tulare,Visalia,132104,44,Visalia,103558199,59223,79206,27961,0.042,34777,44140,3370,756,52271,1307.0,33.7,0.156,0.072,0.101,0.05,19250,225000
635,93291,Tulare,Visalia,132104,44,Goshen; Patterson Tract; Visalia; West Goshen,219190246,61599,85165,25739,0.079,52643,49727,3851,1376,59270,700.5,30.4,0.143,0.086,0.185,0.05603,18345,267200
636,93292,Tulare,Visalia,132104,44,Farmersville; Linnell Camp; Seville; Visalia; Yettem,281510304,61498,81640,26945,0.04398,27404,49094,2461,603,42031,386.8,31.3,0.126,0.075,0.146,0.045,14184,224600
637,93301,Kern,Bakersfield,377917,9,Bakersfield,10828999,33324,57233,22774,0.026,27352,29327,1792,121,12325,2948.0,30.2,0.123,0.074,0.319,0.19,5322,214500
638,93304,Kern,Bakersfield,377917,9,Bakersfield,19670067,40710,53284,17301,0.012,35816,26913,4150,174,49115,6468.0,29.2,0.052,0.03302,0.223,0.11206,16084,158600
639,93305,Kern,Bakersfield,377917,9,Bakersfield,15370439,31471,43434,13243,0.012,20684,32135,4313,130,37902,6388.0,27.4,0.04602,0.025,0.3691,0.1709,11855,153800
640,93306,Kern,Bakersfield,377917,9,Bakersfield,228145061,55133,75527,23761,0.04898,28013,45216,4633,1063,72280,820.5,31.3,0.106,0.06604,0.163,0.076,23389,196800
641,93307,Kern,Bakersfield,377917,9,Bakersfield; Fuller Acres; Greenfield; Lamont; Weedpatch,359732079,38415,51071,14256,0.010994,52027,33400,6701,243,86832,625.0,27.5,0.04398,0.010994,0.262,0.139,24269,160900
642,93308,Kern,Bakersfield,377917,9,Bakersfield; Oildale; Shafter,818436723,43717,61150,22727,0.02802,25122,35687,5792,539,53981,170.8,33.7,0.104,0.047,0.1891,0.122,21255,219100
643,93309,Kern,Bakersfield,377917,9,Bakersfield,27502058,50839,67221,25523,0.035,35672,44795,4674,744,58538,5510.0,31.8,0.144,0.068,0.165,0.084,22889,204900
644,93311,Kern,Bakersfield,377917,9,Bakersfield,438936609,98130,123827,40624,0.147,30841,78534,1327,2140,45481,268.5,35.0,0.235,0.146,0.047,0.038,15542,298800
645,93312,Kern,Bakersfield,377917,9,Bakersfield; Greenacres; Rosedale,39399327,97671,116252,37814,0.114,51495,68859,1432,2239,61628,4052.0,33.8,0.215,0.10706,0.04898,0.05603,20207,298700
646,93313,Kern,Bakersfield,377917,9,Bakersfield; Mettler,258189916,75162,91849,25564,0.035,35893,49573,1480,502,55221,554.0,29.8,0.114,0.04,0.086,0.095,15111,243100
647,93314,Kern,Bakersfield,377917,9,Bakersfield; Rosedale; Shafter,256280508,111635,136045,44163,0.1809,58393,62257,645,1671,28963,292.8,36.3,0.2009,0.126,0.029,0.054,9670,384000
648,93454,San Luis Obispo; Santa Barbara,Santa Maria,106224,67,Garey; Santa Maria; Sisquoc,1105975935,64575,78585,23421,0.04398,44219,47903,1869,509,40432,94.7,31.4,0.115,0.055,0.11206,0.047,12394,349000
649,93455,Santa Barbara,Santa Maria,106224,67,Guadalupe; Los Alamos; Orcutt; Santa Maria,279997957,88874,106562,36645,0.09204,64149,55362,1257,1434,46175,427.0,37.8,0.188,0.09705,0.035,0.055,16155,418500
650,93458,Santa Barbara,Santa Maria,106224,67,Santa Maria,70909645,58847,70638,16915,0.021,57532,38636,1879,273,57256,2092.0,26.4,0.053,0.02301,0.158,0.059,13590,323600
651,93534,Los Angeles,Lancaster,159028,33,Lancaster,46020157,41537,51358,19401,0.012,31500,24288,4759,177,39367,2216.0,33.2,0.106,0.058,0.217,0.068,15883,224800
652,93535,Los Angeles,Lancaster,159028,33,Lake Los Angeles; Lancaster; Palmdale,668095795,46600,57883,17501,0.024,31500,35995,6504,502,74264,288.0,30.4,0.076,0.035,0.232,0.073,23317,209500
653,93535,Los Angeles,Palmdale,156293,34,Lake Los Angeles; Lancaster; Palmdale,668095795,46600,57883,17501,0.024,47690,35995,6504,502,74264,288.0,30.4,0.076,0.035,0.232,0.073,23317,209500
654,93536,Los Angeles,Lancaster,159028,33,Lake Hughes; Lancaster; Quartz Hill,628772513,79990,96244,30352,0.084,31500,53455,3085,1806,70237,289.2,36.2,0.147,0.09204,0.091,0.053,23015,332000
655,93543,Los Angeles,Palmdale,156293,34,Littlerock; Palmdale; Sun Village,153856854,51719,69707,19290,0.03198,47690,56411,851,117,14392,242.2,35.1,0.068,0.01,0.185,0.08704,3947,239900
656,93550,Los Angeles,Palmdale,156293,34,Acton; Palmdale,508059938,45918,58411,17074,0.015,25313,30662,5679,319,77506,395.0,29.1,0.06604,0.02,0.2141,0.096,23222,232100
657,93551,Los Angeles,Palmdale,156293,34,Acton; Desert View Highlands; Elizabeth Lake; Leona Valley; Palmdale,189434351,93055,110689,35548,0.111,57277,63076,1459,1758,50601,692.0,38.2,0.18,0.1,0.05,0.063,16698,361400
658,93552,Los Angeles,Palmdale,156293,34,Palmdale; Sun Village,125543669,65728,77710,20115,0.027,60481,48036,1265,261,39905,823.0,32.0,0.091,0.02301,0.09705,0.07104,10587,273900
659,93591,Los Angeles,Palmdale,156293,34,Lake Los Angeles; Palmdale; Sun Village,213409380,47453,57337,17285,0.029,47690,43375,417,57,6744,81.8,31.1,0.037,0.027,0.114,0.1,2192,183600
660,93611,Fresno,Clovis,109160,64,Clovis; Fresno,28872346,92811,105710,35022,0.09204,34291,61875,1289,1457,49053,4400.0,35.9,0.227,0.122,0.05,0.052,16316,326300
661,93611,Fresno,Fresno,525010,5,Clovis; Fresno,28872346,92811,105710,35022,0.09204,34291,61875,1289,1457,49053,4400.0,35.9,0.227,0.122,0.05,0.052,16316,326300
662,93612,Fresno,Clovis,109160,64,Clovis; Tarpey Village,16936951,44105,58679,23444,0.012,21779,38277,3441,164,35140,5372.0,33.0,0.126,0.06,0.1641,0.076,14177,209000
663,93619,Fresno,Clovis,109160,64,Clovis; Earlimart,462802352,120944,140088,46947,0.1759,60893,85321,615,2295,39473,220.9,37.9,0.292,0.167,0.026,0.034,13747,419600
664,93626,Fresno; Madera,Clovis,109160,64,Clovis; Friant,257888495,86473,128643,45736,0.1641,38987,50000,76,139,2427,24.4,43.0,0.251,0.177,0.048,0.063,892,409300
665,93637,Madera,Madera,64833,140,Fairmead; La Vina; Madera; Parkwood,700619017,56462,72298,22691,0.02802,41286,42026,2171,352,41108,152.0,31.0,0.09796,0.034,0.131,0.07104,13264,244300
666,93638,Madera,Madera,64833,140,Fairmead; Madera; Madera Acres; Parksdale,245614871,45811,61182,16293,0.02199,37969,39583,3103,266,49932,526.5,28.4,0.06198,0.017,0.263,0.12103,13076,207800
667,93650,Fresno,Fresno,525010,5,Fresno,1833207,35440,42448,16923,0.0,21833,35394,428,576,3173,4484.0,38.2,0.05,0.005,0.215,0.1489,1328,80300
668,93701,Fresno,Fresno,525010,5,Fresno,3924020,23153,30642,11030,0.001999,22669,44253,1922,8,10166,6708.0,27.1,0.04,0.010994,0.411,0.114,4083,152100
669,93703,Fresno,Fresno,525010,5,Fresno; Mayfair,12243423,33550,48020,15521,0.01599,21357,29728,3859,160,32754,6930.0,29.2,0.069,0.013,0.336,0.122,10594,159500
670,93704,Fresno,Fresno,525010,5,Fresno; Old Fig Garden,14197035,60109,76825,30372,0.055,30779,49474,2349,624,29740,5424.0,35.6,0.192,0.123,0.117,0.072,12048,262000
671,93705,Fresno,Fresno,525010,5,Fresno; Old Fig Garden,12590423,40516,51749,18112,0.015,21897,37500,4187,181,36808,7572.0,31.7,0.099,0.02802,0.276,0.126,12820,172300
672,93706,Fresno,Fresno,525010,5,Easton; Fresno; Raisin City; West Park,423169043,32325,48222,14238,0.017,21212,30124,4591,189,40586,248.4,29.3,0.061,0.024,0.373,0.122,11968,161600
673,93720,Fresno,Fresno,525010,5,Fort Washington; Fresno,25684065,89671,109456,43160,0.113,48095,68317,1871,2040,47081,4748.0,37.3,0.289,0.1891,0.053,0.04898,18769,333000
674,93721,Fresno,Fresno,525010,5,Fresno,5309904,28529,45334,16832,0.02,30779,18071,936,41,7650,3732.0,33.2,0.074,0.057,0.367,0.094,2279,168500
675,93722,Fresno,Fresno,525010,5,Fresno,49805305,59028,74452,23356,0.04,41734,52783,4548,1015,84621,4400.0,30.9,0.13,0.055,0.1589,0.091,26542,241300
676,93723,Fresno,Fresno,525010,5,Biola; Fresno,110427908,82702,101167,29789,0.058,30779,51888,570,225,13936,327.0,34.5,0.1659,0.043,0.1371,0.063,4111,324700
677,93725,Fresno,Fresno,525010,5,Bowles; Calwa; Easton; Fresno; Malaga; Monmouth,169540595,47524,62029,16719,0.025,52368,33452,1751,174,27214,415.8,27.4,0.068,0.027,0.23,0.118,7271,202900
678,93726,Fresno,Fresno,525010,5,Fresno,16303393,40489,50382,17648,0.007996,26130,42372,4692,111,42824,6804.0,29.2,0.10205,0.04602,0.2479,0.113,15043,182600
679,93727,Fresno,Fresno,525010,5,Fresno; Sunnyside; Tarpey Village,83853380,57537,74565,22981,0.04102,26310,42262,5699,1008,84449,2608.0,30.8,0.138,0.061,0.1759,0.08295,26166,254200
680,93728,Fresno,Fresno,525010,5,Fresno,7922026,36197,50519,18596,0.017,25842,27941,1940,101,16574,5420.0,30.2,0.108,0.047,0.232,0.141,6309,165100
681,93730,Fresno,Fresno,525010,5,Fresno,20639294,121716,165354,58447,0.2329,30779,71920,364,1040,12770,1602.0,42.1,0.3318,0.283,0.006,0.034,4583,464200
