"name","county_name","city_name","aland","median_household_income","average_household_income","per_capita_income","percent_of_households_with_incomes_200000_or_more","householder_under_25_years","householder_25_to_44_years","householder_45_to_64_years","householder_65_years_and_over","hhi_total","hhi_lt_25k","hhi_25k_to_49k","hhi_50k_to_749k","hhi_75k_to_999k","hhi_100k_to_1490k","hhi_150k_to_1999k","hhi_200k_or_more","race_and_ethnicity_total","population_density_sq_mi","median_age","educational_attainment_bachelors","educational_attainment_graduate","family_poverty_pct","unemployment_pct","housing_units","median_value_of_owner_occupied_units","cities","city","city_population"
"95113","Santa Clara","San Jose","880603","135875","170717","107321","33.3%","1","140978","207321","11982","1309","182","49","59","192","235","156","436","2107","6197","36.2","34.9%","35.8%","0.0%","3.0%","1410","855600","San Jose","San Jose","1189942"
"95116","Santa Clara","San Jose","9300706","65667","84741","23061","6.8%","61000","71518","77926","27990","14227","2716","2841","2380","1855","2448","1015","972","55825","15545.7","32.6","12.5%","4.0%","9.8%","6.1%","14524","568900","San Jose","San Jose","1189942"
"95117","Santa Clara","Campbell; San Jose; Santa Clara","6649501","95726","133001","48809","19.2%","83611","106713","112212","49375","10821","1483","1430","1553","1251","1596","1430","2078","30369","11828.8","35.1","25.9%","17.4%","6.3%","4.6%","11544","1006000","Campbell","Campbell","192898"
"95117","Santa Clara","Campbell; San Jose; Santa Clara","6649501","95726","133001","48809","19.2%","83611","106713","112212","49375","10821","1483","1430","1553","1251","1596","1430","2078","30369","11828.8","35.1","25.9%","17.4%","6.3%","4.6%","11544","1006000","San Jose","San Jose","1189942"
"95117","Santa Clara","Campbell; San Jose; Santa Clara","6649501","95726","133001","48809","19.2%","83611","106713","112212","49375","10821","1483","1430","1553","1251","1596","1430","2078","30369","11828.8","35.1","25.9%","17.4%","6.3%","4.6%","11544","1006000","Santa Clara","Santa Clara","177233"
"95118","Santa Clara","San Jose","10563919","115306","148195","52197","24.9%","94500","161134","130368","56558","11147","1182","1115","1132","1293","1995","1656","2774","32421","7948.8","38.9","28.7%","22.0%","4.2%","3.9%","11639","952300","San Jose","San Jose","1189942"
"95119","Santa Clara","San Jose","7338479","126860","150446","49351","22.4%","1","147847","135893","81741","3209","194","259","407","308","854","468","719","10027","3538.9","40.4","26.9%","15.7%","3.4%","5.0%","3274","850300","San Jose","San Jose","1189942"
"95120","Santa Clara","San Jose","102930209","206531","235212","78405","51.6%","1","250001","244154","109250","12522","617","711","820","649","1729","1535","6461","38122","959.2","46.3","36.9%","35.3%","2.8%","3.4%","12877","1377200","San Jose","San Jose","1189942"
"95121","Santa Clara","San Jose","11472964","106394","128274","35138","18.9%","37500","128519","117603","78333","9756","1037","1239","1088","1233","1987","1326","1846","37531","8472.5","40.5","22.4%","9.3%","7.6%","5.0%","9946","707000","San Jose","San Jose","1189942"
"95122","Santa Clara","San Jose","12315923","78734","98795","23830","9.2%","61827","83272","86214","54563","12664","1572","2266","2044","1779","2683","1157","1163","56121","11802","33.8","12.1%","4.0%","10.1%","5.6%","13130","594000","San Jose","San Jose","1189942"
"95123","Santa Clara","San Jose","21456017","117579","136396","47390","21.2%","53162","135972","124433","69433","23201","1817","2414","2912","2632","4710","3799","4917","68766","8300.8","37.4","29.2%","15.2%","3.7%","4.6%","24209","806300","San Jose","San Jose","1189942"
"95124","Santa Clara","Cambrian Park; San Jose","16947563","155550","184769","62934","35.3%","1","183284","173598","84203","17249","984","1752","1279","1598","2592","2960","6084","51455","7863.5","39.4","31.6%","23.0%","1.8%","3.1%","17792","1102000","San Jose","San Jose","1189942"
"95125","Santa Clara","Campbell; San Jose","20703047","118788","172754","69752","29.4%","32461","155625","148969","62347","21088","2086","2695","2472","1992","3106","2539","6198","53155","6649.8","41.4","31.6%","23.4%","2.6%","4.4%","21924","1077200","Campbell","Campbell","192898"
"95125","Santa Clara","Campbell; San Jose","20703047","118788","172754","69752","29.4%","32461","155625","148969","62347","21088","2086","2695","2472","1992","3106","2539","6198","53155","6649.8","41.4","31.6%","23.4%","2.6%","4.4%","21924","1077200","San Jose","San Jose","1189942"
"95126","Santa Clara","San Jose","8512339","99160","137171","58283","20.9%","76279","122457","105334","36114","15031","2114","1853","2181","1429","2570","1737","3147","36206","11016.1","34.3","28.8%","23.6%","5.7%","3.8%","15804","893900","San Jose","San Jose","1189942"
"95127","Santa Clara","Alum Rock; East Foothills; San Jose","33661844","98692","120413","31775","15.6%","49236","97045","117043","71285","16530","1468","2061","2682","2166","3416","2156","2581","66256","5097.8","35.7","15.6%","7.5%","5.1%","5.0%","17056","692000","San Jose","San Jose","1189942"
"95128","Santa Clara","Burbank; Campbell; Fruitdale; San Jose","10103247","93455","127726","49094","19.8%","55893","98109","114375","63279","13778","1714","1774","2011","1838","2142","1569","2730","36975","9478.6","36.7","26.5%","17.0%","5.5%","2.6%","14828","909300","Burbank","Burbank","144436"
"95128","Santa Clara","Burbank; Campbell; Fruitdale; San Jose","10103247","93455","127726","49094","19.8%","55893","98109","114375","63279","13778","1714","1774","2011","1838","2142","1569","2730","36975","9478.6","36.7","26.5%","17.0%","5.5%","2.6%","14828","909300","Campbell","Campbell","192898"
"95128","Santa Clara","Burbank; Campbell; Fruitdale; San Jose","10103247","93455","127726","49094","19.8%","55893","98109","114375","63279","13778","1714","1774","2011","1838","2142","1569","2730","36975","9478.6","36.7","26.5%","17.0%","5.5%","2.6%","14828","909300","San Jose","San Jose","1189942"
"95129","Santa Clara","San Jose","11699012","148068","180475","64455","35.2%","1","157102","182833","64084","13910","1358","1143","1335","1182","2005","1987","4900","39741","8798.1","41.2","32.2%","39.6%","3.3%","3.1%","14701","1462100","San Jose","San Jose","1189942"
"95130","Santa Clara","San Jose","4011047","127772","162460","57954","31.2%","51563","150313","150085","66442","5135","475","664","511","551","681","649","1604","14660","9466.2","39","31.4%","27.9%","2.0%","3.1%","5319","1216700","San Jose","San Jose","1189942"
"95131","Santa Clara","San Jose","15108208","126757","154356","49657","27.0%","57684","163571","132063","66570","9700","882","859","912","1178","1758","1495","2616","31236","5354.8","36.8","30.1%","24.6%","4.3%","5.0%","10080","827800","San Jose","San Jose","1189942"
"95132","Santa Clara","San Jose","133123089","121288","144449","43386","25.1%","1","147599","131250","68485","12040","1171","1284","1110","1242","2531","1683","3019","41790","813","40.8","29.6%","17.1%","4.7%","6.1%","12371","904200","San Jose","San Jose","1189942"
"95133","Santa Clara","San Jose","8275846","86686","115768","37105","15.6%","57500","126302","91688","44092","8774","1626","1153","1239","701","1671","1019","1365","28565","8939.6","39.1","22.1%","14.2%","11.5%","7.1%","8953","746500","San Jose","San Jose","1189942"
"95134","Santa Clara","San Jose","26076143","150131","161765","70376","28.6%","103583","162538","128750","43875","12443","904","794","683","864","2967","2670","3561","29349","2915.1","30.6","30.4%","45.7%","3.7%","3.2%","13728","224600","San Jose","San Jose","1189942"
"95135","Santa Clara","San Jose","78383648","148438","182162","63410","35.1%","1","213911","209464","67262","7548","567","705","661","484","1387","1097","2647","22015","727.4","46.7","30.4%","31.4%","2.7%","3.1%","7730","1026900","San Jose","San Jose","1189942"
"95136","Santa Clara","San Jose","12072092","112074","138183","46997","21.3%","64531","119351","128464","71262","15700","1204","1537","2159","1940","3515","1995","3350","47476","10185.7","36.3","29.3%","16.1%","5.0%","3.9%","16163","798300","San Jose","San Jose","1189942"
"95138","Santa Clara","San Jose","67504974","179724","228828","69454","44.4%","1","212712","192837","90795","6145","260","398","452","425","900","981","2729","20674","793.2","40.4","31.3%","27.4%","2.3%","5.2%","6260","1021400","San Jose","San Jose","1189942"
"95139","Santa Clara","San Jose","3188080","139612","152388","47142","23.2%","1","172670","155462","64875","2235","127","130","247","300","395","518","518","7363","5981.7","39.7","29.2%","13.4%","2.5%","4.4%","2268","784900","San Jose","San Jose","1189942"
"95148","Santa Clara","San Jose","24409621","138763","157665","41013","25.9%","87000","161320","144449","89597","12024","815","981","1143","1046","2511","2418","3110","48273","5122","40.3","27.4%","12.7%","5.2%","6.0%","12127","865000","San Jose","San Jose","1189942"
"95202","San Joaquin","Stockton","2791932","14822","28973","14840","0.8%","25169","21723","14937","12173","2926","2064","486","90","149","37","78","22","6066","5627.2","39.2","7.3%","3.7%","38.8%","12.5%","3888","216900","Stockton","Stockton","429244"
"95203","San Joaquin","Stockton","15980383","44922","59761","22045","2.1%","16250","46464","52078","41563","5472","1580","1341","1208","472","583","174","114","15487","2510","34.4","9.8%","5.3%","19.8%","12.1%","6041","226400","Stockton","Stockton","429244"
"95204","San Joaquin","Country Club; Stockton","13209885","53077","73276","29062","4.8%","1","57153","59290","45017","11076","2548","2653","2136","1415","1425","363","536","28667","5620.6","37","12.6%","7.0%","11.5%","8.9%","12187","244700","Stockton","Stockton","429244"
"95205","San Joaquin","August; Kennedy; Stockton","23535697","36444","49502","14808","1.4%","30828","34036","44476","32074","10702","3417","3600","1906","704","805","117","153","38350","4220.2","29.3","3.5%","1.3%","25.0%","10.5%","11565","161200","Kennedy","Kennedy","126926"
"95205","San Joaquin","August; Kennedy; Stockton","23535697","36444","49502","14808","1.4%","30828","34036","44476","32074","10702","3417","3600","1906","704","805","117","153","38350","4220.2","29.3","3.5%","1.3%","25.0%","10.5%","11565","161200","Stockton","Stockton","429244"
"95206","San Joaquin","French Camp; Kennedy; Stockton; Taft Mosswood","375476627","50918","64253","18185","2.1%","39635","49977","57756","37691","17227","4185","4242","3549","2237","2028","625","361","64250","443.2","30.7","8.3%","2.1%","19.5%","9.7%","18421","236300","Kennedy","Kennedy","126926"
"95206","San Joaquin","French Camp; Kennedy; Stockton; Taft Mosswood","375476627","50918","64253","18185","2.1%","39635","49977","57756","37691","17227","4185","4242","3549","2237","2028","625","361","64250","443.2","30.7","8.3%","2.1%","19.5%","9.7%","18421","236300","Stockton","Stockton","429244"
"95207","San Joaquin","Lincoln Village; Stockton","18793641","49647","67726","24980","3.4%","43148","49056","54788","50536","18414","4334","4934","3464","2269","1914","865","634","52269","7203.3","32.6","13.1%","7.0%","14.5%","9.1%","19957","269600","Stockton","Stockton","429244"
"95209","San Joaquin","Stockton","21710373","81841","97064","29504","7.9%","1","82903","93115","59973","13182","1471","2251","2122","2122","2916","1255","1045","44980","5366","35.9","15.4%","6.7%","8.4%","8.6%","13765","312600","Stockton","Stockton","429244"
"95210","San Joaquin","Stockton","17147043","47142","61136","18867","2.4%","26100","42192","55542","41842","11929","3032","3237","2779","1172","1112","314","283","41509","6269.8","30.8","9.0%","2.0%","19.5%","12.1%","12529","219600","Stockton","Stockton","429244"
"95211","San Joaquin","Stockton","391984","1","1","1884","-1.0%","1","1","1","1","0","0","0","0","0","0","0","0","1624","10730.4","19.6","52.9%","0.0%","0.0%","15.0%","0","1","Stockton","Stockton","429244"
"95212","San Joaquin","Morada; Stockton","55851983","95759","107104","27443","8.3%","102981","101068","95377","63566","7186","776","846","1234","1014","1763","954","599","29426","1364.6","33.6","19.1%","7.6%","5.9%","6.3%","7641","353300","Stockton","Stockton","429244"
"95215","San Joaquin","Garden Acres; Kennedy; Stockton; Waterloo","245231265","46191","66887","18857","4.3%","1","39683","55719","34850","6612","1679","1904","1141","647","600","354","287","24326","256.9","38.1","4.8%","2.3%","16.5%","9.6%","7088","234500","Kennedy","Kennedy","126926"
"95215","San Joaquin","Garden Acres; Kennedy; Stockton; Waterloo","245231265","46191","66887","18857","4.3%","1","39683","55719","34850","6612","1679","1904","1141","647","600","354","287","24326","256.9","38.1","4.8%","2.3%","16.5%","9.6%","7088","234500","Stockton","Stockton","429244"
"95219","Contra Costa; San Joaquin","Stockton","146745266","83558","121023","45076","14.3%","34833","81651","95980","72169","10811","1137","1756","1851","1632","1963","921","1551","29270","516.6","37.3","23.0%","16.4%","5.7%","5.4%","11438","384500","Stockton","Stockton","429244"
"95231","San Joaquin","French Camp; Lathrop; Stockton","27431422","41935","60726","15110","2.1%","1","70714","50375","31958","777","196","228","138","93","66","40","16","5165","487.7","33.6","5.6%","1.2%","9.1%","10.8%","941","316700","Stockton","Stockton","429244"
"95304","San Joaquin","Lathrop; Mountain House; Tracy","413068401","98088","134812","36676","15.4%","101369","101161","120521","40179","3756","549","536","427","444","714","506","580","14282","89.5","37.2","13.7%","4.3%","6.1%","6.4%","4158","578100","Tracy","Tracy","102028"
"95307","Stanislaus","Ceres; Keyes; Monterey Park Tract; Parklawn","86765820","58827","70563","20129","2.6%","35850","62684","69174","32864","12589","2279","2893","2850","1891","1835","514","327","46283","1381.6","30.4","7.4%","1.7%","14.6%","11.6%","13024","266000","Ceres","Ceres","137496"
"95313","Stanislaus","Crows Landing; Modesto","133385237","52105","72582","25475","5.8%","1","65804","52969","41607","446","73","134","65","70","64","14","26","1305","25.3","36.1","12.4%","0.6%","5.8%","5.1%","462","430800","Modesto","Modesto","279553"
"95326","Stanislaus","Ceres; Hughson; Keyes","71131595","79386","93734","33354","7.2%","85614","83259","98185","45863","3465","414","588","603","705","522","382","251","10147","369.5","35.6","15.1%","8.5%","7.5%","5.4%","3664","349400","Ceres","Ceres","137496"
"95330","San Joaquin","Lathrop; Manteca","55728425","85092","96114","25256","4.3%","1","87045","95634","46602","5642","632","754","1087","939","1226","761","243","22760","1057.8","32.1","14.3%","4.3%","9.1%","6.7%","5978","359300","Manteca","Manteca","127701"
"95336","San Joaquin","Manteca; Stockton","99172472","64164","81347","27237","4.7%","62632","64543","78783","47321","15477","2375","3503","2915","2013","2667","1281","723","47855","1249.8","37.5","10.2%","3.9%","9.9%","9.2%","16194","360800","Manteca","Manteca","127701"
"95336","San Joaquin","Manteca; Stockton","99172472","64164","81347","27237","4.7%","62632","64543","78783","47321","15477","2375","3503","2915","2013","2667","1281","723","47855","1249.8","37.5","10.2%","3.9%","9.9%","9.2%","16194","360800","Stockton","Stockton","429244"
"95337","San Joaquin","Manteca","117669006","83933","98932","31346","8.6%","52500","94199","88936","49922","12048","1660","1633","2070","1905","2481","1262","1037","39177","862.3","35","13.1%","6.4%","7.2%","6.9%","12603","418100","Manteca","Manteca","127701"
"95340","Merced","Bear Creek; Merced; Tuttle; University of California-Merced","102899941","55470","81933","28890","8.4%","30150","48411","62837","65198","11801","2811","2633","1853","1300","1426","789","989","35827","901.8","32.6","13.2%","11.4%","16.5%","15.9%","12654","272800","Merced","Merced","102919"
"95341","Merced","McSwain; Merced; Tuttle","387402710","40802","63709","17303","4.0%","15243","36708","54076","37963","8492","2435","2498","1356","923","850","93","337","33090","221.2","27.8","6.3%","1.7%","30.8%","11.9%","8952","199700","Merced","Merced","102919"
"95348","Merced","Franklin; Merced","123034488","48505","62446","20370","2.4%","1","58636","49688","41852","10517","2913","2501","2020","1153","1282","393","255","34002","715.8","28.4","10.5%","7.1%","17.4%","11.9%","11144","243200","Merced","Merced","102919"
"95350","Stanislaus","Modesto","23058867","53604","70539","26834","3.1%","38438","60482","62669","42843","19832","4201","5138","3595","2578","2737","965","618","54210","6088.9","36.6","12.2%","5.2%","11.6%","8.2%","20726","265000","Modesto","Modesto","279553"
"95351","Stanislaus","Airport; Bystrom; Ceres; Modesto; Rouse; West Modesto","23008787","41309","53103","15474","1.6%","31064","40229","49322","34214","13385","3814","3940","2632","1315","1172","303","209","48542","5464.1","29.4","6.0%","1.5%","22.3%","14.1%","14124","196300","Ceres","Ceres","137496"
"95351","Stanislaus","Airport; Bystrom; Ceres; Modesto; Rouse; West Modesto","23008787","41309","53103","15474","1.6%","31064","40229","49322","34214","13385","3814","3940","2632","1315","1172","303","209","48542","5464.1","29.4","6.0%","1.5%","22.3%","14.1%","14124","196300","Modesto","Modesto","279553"
"95354","Stanislaus","Airport; Modesto","18897797","50226","65429","24216","2.2%","29375","53578","59502","37933","8890","2238","2193","1554","1122","1244","340","199","24923","3415.8","34.1","11.7%","3.8%","14.4%","11.9%","9461","256000","Modesto","Modesto","279553"
"95355","Stanislaus","Modesto","24550547","66719","86686","32083","6.1%","41395","80820","78408","49336","21394","3091","4658","3962","2661","4016","1707","1299","59621","6289.8","39.3","15.1%","7.7%","8.0%","7.7%","22086","315700","Modesto","Modesto","279553"
"95356","Stanislaus","Del Rio; Modesto; Salida","58854174","70699","98106","35250","8.7%","44583","73252","86843","53350","11477","1561","2359","2169","1462","2092","841","993","32622","1435.6","37.9","16.7%","9.7%","6.8%","5.8%","11861","341100","Modesto","Modesto","279553"
"95357","Stanislaus","Empire; Modesto; Riverbank","103185511","73304","90220","28623","6.9%","1","78226","81334","57847","3643","433","786","612","620","757","183","252","11765","295.3","37.2","12.2%","4.7%","8.9%","6.1%","3816","301400","Modesto","Modesto","279553"
"95358","Stanislaus","Bret Harte; Ceres; Cowan; Modesto; Parklawn; Riverdale Park; Salida; West Modesto","308249081","60987","77444","21993","4.9%","64920","52540","72417","55396","8781","1538","2023","2014","1184","1140","448","434","32524","273.3","30.5","8.8%","2.9%","14.7%","12.0%","9109","257600","Ceres","Ceres","137496"
"95358","Stanislaus","Bret Harte; Ceres; Cowan; Modesto; Parklawn; Riverdale Park; Salida; West Modesto","308249081","60987","77444","21993","4.9%","64920","52540","72417","55396","8781","1538","2023","2014","1184","1140","448","434","32524","273.3","30.5","8.8%","2.9%","14.7%","12.0%","9109","257600","Modesto","Modesto","279553"
"95366","San Joaquin","Manteca; Ripon","89082586","84898","105524","37045","10.0%","51058","99539","105145","51991","6135","720","945","1053","968","1063","771","615","17909","520.7","39.8","15.7%","7.6%","8.3%","5.0%","6470","457400","Manteca","Manteca","127701"
"95368","Stanislaus","Modesto; Salida","8572334","82928","89665","26602","2.9%","97642","76510","99894","46404","3987","437","729","683","622","1108","293","115","14041","4242.3","29.6","11.9%","2.8%","3.9%","7.2%","4042","302100","Modesto","Modesto","279553"
"95376","San Joaquin","Tracy","19764690","82390","97309","29417","8.4%","41979","85979","99240","56408","16220","1614","2744","2842","2857","3249","1549","1365","55655","7293.1","33.2","13.1%","4.1%","7.6%","5.4%","16877","397200","Tracy","Tracy","102028"
"95377","Alameda; San Joaquin","Tracy","279819640","111076","122372","34916","13.4%","1","106505","116961","71980","8851","557","777","957","1661","2446","1270","1183","32091","297","35.7","21.6%","7.8%","3.8%","5.1%","9000","491600","Tracy","Tracy","102028"
"95401","Sonoma","Santa Rosa","53419794","75290","100021","36399","8.1%","45536","83221","80648","59677","13635","1702","2357","2708","2231","2316","1219","1102","38839","1883.1","37.4","16.3%","10.5%","8.1%","5.0%","14447","470700","Santa Rosa","Santa Rosa","245462"
"95403","Sonoma","Fulton; Larkfield-Wikiup; Santa Rosa; Windsor","57047830","75954","95621","35555","7.0%","83424","77000","94698","61133","16103","2231","2797","2904","2233","3133","1675","1130","45096","2047.4","37.4","17.0%","8.8%","5.9%","4.0%","17064","524500","Larkfield-Wikiup","Larkfield-Wikiup","114864"
"95403","Sonoma","Fulton; Larkfield-Wikiup; Santa Rosa; Windsor","57047830","75954","95621","35555","7.0%","83424","77000","94698","61133","16103","2231","2797","2904","2233","3133","1675","1130","45096","2047.4","37.4","17.0%","8.8%","5.9%","4.0%","17064","524500","Santa Rosa","Santa Rosa","245462"
"95404","Sonoma","Larkfield-Wikiup; Santa Rosa","207150378","81427","110375","45540","11.5%","18293","82582","96023","60585","16340","2156","2901","2613","2084","2907","1803","1876","40497","506.3","41.6","27.2%","15.6%","7.5%","4.9%","17558","677800","Larkfield-Wikiup","Larkfield-Wikiup","114864"
"95404","Sonoma","Larkfield-Wikiup; Santa Rosa","207150378","81427","110375","45540","11.5%","18293","82582","96023","60585","16340","2156","2901","2613","2084","2907","1803","1876","40497","506.3","41.6","27.2%","15.6%","7.5%","4.9%","17558","677800","Santa Rosa","Santa Rosa","245462"
"95405","Sonoma","Santa Rosa","14183939","89876","109470","44312","9.3%","68750","114349","94779","65563","8174","842","1081","1270","1501","1644","1079","757","21082","3849.6","45.9","26.2%","20.0%","4.2%","4.3%","8850","613400","Santa Rosa","Santa Rosa","245462"
"95407","Sonoma","Rohnert Park; Santa Rosa","58755875","63981","77384","24719","2.6%","21632","66922","70172","43620","12785","1946","2786","2586","2184","1996","950","337","42026","1852.5","33.4","9.9%","3.8%","9.5%","5.4%","13141","424000","Santa Rosa","Santa Rosa","245462"
"95409","Sonoma","Santa Rosa","99401136","75571","108256","49670","13.7%","52708","90833","114375","62386","12310","1621","2187","2310","1252","2306","949","1685","27186","708.4","53.3","25.6%","19.7%","2.4%","4.6%","13283","632300","Santa Rosa","Santa Rosa","245462"
"95423","Lake","Clearlake Oaks; Spring Valley","266353305","46500","62338","28941","1.4%","2499","48284","57175","38875","1668","419","509","272","276","137","32","23","3751","36.5","54.3","11.0%","5.8%","17.0%","6.9%","2586","188700","Spring Valley","Spring Valley","138161"
"95472","Sonoma","Graton; Occidental; Santa Rosa; Sebastopol","179074640","92674","117328","48940","14.3%","1","86949","111132","77772","12493","1494","2106","1519","1631","2533","1425","1785","30736","444.5","51.5","27.6%","19.2%","3.1%","5.0%","13560","804400","Santa Rosa","Santa Rosa","245462"
"95492","Sonoma","Larkfield-Wikiup; Windsor","49281439","107153","120982","41449","14.5%","71853","121098","129012","65533","9757","802","1238","1276","1232","2355","1435","1419","29271","1538.3","40.8","20.3%","11.4%","1.9%","4.1%","10138","606600","Larkfield-Wikiup","Larkfield-Wikiup","114864"
"95503","Humboldt","Bayview; Cutten; Eureka; Fields Landing; Humboldt Hill; Indianola; Myrtletown; Pine Hills","223890328","54873","70075","28461","3.5%","21682","62716","54281","52854","10226","2467","2243","2025","1273","1347","512","359","25972","300.4","40.8","18.3%","11.3%","14.2%","7.0%","11139","298400","Bayview","Bayview","109518"
"95608","Sacramento","Arden-Arcade; Carmichael; Rancho Cordova","33697966","64059","94146","39428","9.0%","46635","56974","81429","60609","25440","4727","5031","4674","3061","3678","1967","2302","62539","4806.7","41.7","20.6%","14.1%","10.6%","6.5%","26915","397400","Arden-Arcade","Arden-Arcade","180405"
"95608","Sacramento","Arden-Arcade; Carmichael; Rancho Cordova","33697966","64059","94146","39428","9.0%","46635","56974","81429","60609","25440","4727","5031","4674","3061","3678","1967","2302","62539","4806.7","41.7","20.6%","14.1%","10.6%","6.5%","26915","397400","Carmichael","Carmichael","124623"
"95608","Sacramento","Arden-Arcade; Carmichael; Rancho Cordova","33697966","64059","94146","39428","9.0%","46635","56974","81429","60609","25440","4727","5031","4674","3061","3678","1967","2302","62539","4806.7","41.7","20.6%","14.1%","10.6%","6.5%","26915","397400","Rancho Cordova","Rancho Cordova","161717"
"95610","Sacramento","Citrus Heights; Orangevale","20274576","61461","77567","30925","3.7%","38125","62017","75269","53346","17927","2919","4094","3655","2542","2940","1109","668","46305","5915.3","36.5","15.9%","5.5%","8.3%","6.2%","18589","331400","Citrus Heights","Citrus Heights","109274"
"95610","Sacramento","Citrus Heights; Orangevale","20274576","61461","77567","30925","3.7%","38125","62017","75269","53346","17927","2919","4094","3655","2542","2940","1109","668","46305","5915.3","36.5","15.9%","5.5%","8.3%","6.2%","18589","331400","Orangevale","Orangevale","119332"
"95621","Sacramento","Antelope; Citrus Heights; Foothill Farms","17600476","63214","75299","30807","3.1%","39485","72174","75663","45867","16385","2545","3669","3616","2772","2606","667","510","41740","6142.2","39.7","13.3%","6.1%","7.0%","6.2%","16945","268000","Citrus Heights","Citrus Heights","109274"
"95621","Sacramento","Antelope; Citrus Heights; Foothill Farms","17600476","63214","75299","30807","3.1%","39485","72174","75663","45867","16385","2545","3669","3616","2772","2606","667","510","41740","6142.2","39.7","13.3%","6.1%","7.0%","6.2%","16945","268000","Foothill Farms","Foothill Farms","131952"
"95624","Sacramento","Elk Grove; Florin","113923478","93090","115141","36273","11.5%","32389","96861","101564","69661","19948","2199","2785","2910","2827","4533","2403","2291","65948","1499.3","37.9","22.5%","8.7%","6.6%","6.1%","20621","399600","Elk Grove","Elk Grove","183220"
"95624","Sacramento","Elk Grove; Florin","113923478","93090","115141","36273","11.5%","32389","96861","101564","69661","19948","2199","2785","2910","2827","4533","2403","2291","65948","1499.3","37.9","22.5%","8.7%","6.6%","6.1%","20621","399600","Florin","Florin","204105"
"95628","Sacramento","Carmichael; Fair Oaks; Orangevale","33244957","86181","115560","46675","14.2%","36555","78161","106515","73605","16090","1717","2412","2813","2451","2841","1578","2278","40855","3182.9","45.4","26.3%","15.8%","5.0%","4.7%","16934","437200","Carmichael","Carmichael","124623"
"95628","Sacramento","Carmichael; Fair Oaks; Orangevale","33244957","86181","115560","46675","14.2%","36555","78161","106515","73605","16090","1717","2412","2813","2451","2841","1578","2278","40855","3182.9","45.4","26.3%","15.8%","5.0%","4.7%","16934","437200","Orangevale","Orangevale","119332"
"95655","Sacramento","Mather; Rancho Cordova","24645147","86486","99934","34797","7.7%","1","79679","97159","85577","1402","226","122","203","262","330","151","108","4156","436.8","36.4","25.6%","9.6%","6.2%","8.6%","1482","358800","Rancho Cordova","Rancho Cordova","161717"
"95660","Sacramento","Foothill Farms; McClellan Park; North Highlands; Sacramento","16140097","45845","60251","19023","1.6%","30977","44001","53965","38503","10593","2454","3392","1899","1242","1074","358","174","35461","5690.4","31.1","8.1%","2.6%","21.8%","4.6%","10987","209500","Foothill Farms","Foothill Farms","131952"
"95660","Sacramento","Foothill Farms; McClellan Park; North Highlands; Sacramento","16140097","45845","60251","19023","1.6%","30977","44001","53965","38503","10593","2454","3392","1899","1242","1074","358","174","35461","5690.4","31.1","8.1%","2.6%","21.8%","4.6%","10987","209500","North Highlands","North Highlands","126024"
"95660","Sacramento","Foothill Farms; McClellan Park; North Highlands; Sacramento","16140097","45845","60251","19023","1.6%","30977","44001","53965","38503","10593","2454","3392","1899","1242","1074","358","174","35461","5690.4","31.1","8.1%","2.6%","21.8%","4.6%","10987","209500","Sacramento","Sacramento","873573"
"95661","Placer","Roseville","23331405","86823","113065","44489","13.9%","64750","96473","113519","60500","12031","1509","1453","2223","1646","2324","1201","1675","31315","3476.2","41.6","28.5%","13.1%","5.0%","4.4%","12799","472500","Roseville","Roseville","228924"
"95662","Sacramento","Orangevale","27978063","80434","93610","36518","6.1%","53531","94318","87118","55673","12247","1418","2109","2195","2028","2584","1164","749","32172","2978.2","41.2","22.7%","7.9%","4.5%","5.4%","12777","372900","Orangevale","Orangevale","119332"
"95670","Sacramento","Gold River; Rancho Cordova","32700052","67015","86450","33419","6.5%","41221","65660","78927","57981","20736","3426","4520","3653","2898","3490","1410","1339","55558","4400.4","36.7","21.7%","9.6%","10.3%","7.3%","21653","320000","Rancho Cordova","Rancho Cordova","161717"
"95673","Sacramento","Elverta; Rio Linda; Sacramento","41915524","70876","78649","24480","3.3%","117708","64125","75712","57813","4958","795","892","1043","803","911","348","166","16636","1027.9","36.8","10.6%","3.0%","10.7%","5.0%","5173","274400","Sacramento","Sacramento","873573"
"95677","Placer","Loomis; Rocklin; Roseville","22960454","87742","103678","39121","12.1%","42407","100784","98021","57500","9363","1385","1244","1236","1528","1994","845","1131","25477","2873.9","38.6","26.4%","13.8%","5.6%","4.8%","9834","426300","Roseville","Roseville","228924"
"95678","Placer","Roseville","28068429","73253","91553","36405","7.8%","56510","74984","93599","51508","16154","2193","2996","3099","2233","3006","1375","1252","42053","3880.4","37","25.1%","10.3%","7.3%","4.6%","17062","367000","Roseville","Roseville","228924"
"95683","Sacramento","Rancho Cordova; Rancho Murieta","235131406","108338","127095","52346","14.0%","1","125521","163529","78138","2575","227","362","257","369","478","522","360","6326","69.7","50.1","29.6%","19.3%","4.2%","3.5%","2660","483600","Rancho Cordova","Rancho Cordova","161717"
"95687","Solano","Elmira; Fairfield; Vacaville","112694487","86056","103345","34285","9.0%","56339","90077","105645","55207","22220","2585","3397","3548","3339","4982","2374","1995","69060","1587.2","37.8","14.3%","7.2%","4.4%","4.2%","23314","408400","Fairfield","Fairfield","272732"
