"name","county_name","city_name","aland","median_household_income","average_household_income","per_capita_income","percent_of_households_with_incomes_200000_or_more","householder_under_25_years","householder_25_to_44_years","householder_45_to_64_years","householder_65_years_and_over","hhi_total","hhi_lt_25k","hhi_25k_to_49k","hhi_50k_to_749k","hhi_75k_to_999k","hhi_100k_to_1490k","hhi_150k_to_1999k","hhi_200k_or_more","race_and_ethnicity_total","population_density_sq_mi","median_age","educational_attainment_bachelors","educational_attainment_graduate","family_poverty_pct","unemployment_pct","housing_units","median_value_of_owner_occupied_units","cities","city","city_population"
"91740","Los Angeles","Charter Oak; Citrus; Glendora; San Dimas","12893756","85590","102709","34528","8.1%","54474","86157","105526","54408","8308","915","1406","1320","1268","1880","842","677","25877","5198","40.6","18.5%","10.6%","6.3%","6.3%","8606","501100","Citrus","Citrus","122574"
"91740","Los Angeles","Charter Oak; Citrus; Glendora; San Dimas","12893756","85590","102709","34528","8.1%","54474","86157","105526","54408","8308","915","1406","1320","1268","1880","842","677","25877","5198","40.6","18.5%","10.6%","6.3%","6.3%","8606","501100","Glendora","Glendora","114737"
"91740","Los Angeles","Charter Oak; Citrus; Glendora; San Dimas","12893756","85590","102709","34528","8.1%","54474","86157","105526","54408","8308","915","1406","1320","1268","1880","842","677","25877","5198","40.6","18.5%","10.6%","6.3%","6.3%","8606","501100","San Dimas","San Dimas","155921"
"91741","Los Angeles","Glendora","38402247","110430","141379","48113","19.5%","1","112336","128811","61856","8896","1011","1260","950","802","2071","1071","1731","26794","1807.1","41.5","26.0%","19.6%","4.6%","5.6%","9424","694100","Glendora","Glendora","114737"
"91744","Los Angeles","Industry; La Puente; South San Jose Hills; Valinda; West Puente Valley","22764789","71243","83006","20451","4.1%","69659","73194","80887","49254","18969","2660","3744","3604","2998","3716","1478","769","85421","9718.5","34.7","8.8%","2.4%","10.3%","6.8%","19493","420300","Industry","Industry","403402"
"91744","Los Angeles","Industry; La Puente; South San Jose Hills; Valinda; West Puente Valley","22764789","71243","83006","20451","4.1%","69659","73194","80887","49254","18969","2660","3744","3604","2998","3716","1478","769","85421","9718.5","34.7","8.8%","2.4%","10.3%","6.8%","19493","420300","La Puente","La Puente","115130"
"91744","Los Angeles","Industry; La Puente; South San Jose Hills; Valinda; West Puente Valley","22764789","71243","83006","20451","4.1%","69659","73194","80887","49254","18969","2660","3744","3604","2998","3716","1478","769","85421","9718.5","34.7","8.8%","2.4%","10.3%","6.8%","19493","420300","South San Jose Hills","South San Jose Hills","115040"
"91744","Los Angeles","Industry; La Puente; South San Jose Hills; Valinda; West Puente Valley","22764789","71243","83006","20451","4.1%","69659","73194","80887","49254","18969","2660","3744","3604","2998","3716","1478","769","85421","9718.5","34.7","8.8%","2.4%","10.3%","6.8%","19493","420300","Valinda","Valinda","164262"
"91744","Los Angeles","Industry; La Puente; South San Jose Hills; Valinda; West Puente Valley","22764789","71243","83006","20451","4.1%","69659","73194","80887","49254","18969","2660","3744","3604","2998","3716","1478","769","85421","9718.5","34.7","8.8%","2.4%","10.3%","6.8%","19493","420300","West Puente Valley","West Puente Valley","115130"
"91745","Los Angeles","Hacienda Heights; Industry; La Habra Heights","33172982","85975","108564","33789","11.7%","32125","94421","99250","64657","16324","1968","2810","2437","2121","3105","1975","1908","55202","4309.9","42.9","23.7%","10.4%","7.2%","4.8%","17035","595700","Hacienda Heights","Hacienda Heights","131990"
"91745","Los Angeles","Hacienda Heights; Industry; La Habra Heights","33172982","85975","108564","33789","11.7%","32125","94421","99250","64657","16324","1968","2810","2437","2121","3105","1975","1908","55202","4309.9","42.9","23.7%","10.4%","7.2%","4.8%","17035","595700","Industry","Industry","403402"
"91745","Los Angeles","Hacienda Heights; Industry; La Habra Heights","33172982","85975","108564","33789","11.7%","32125","94421","99250","64657","16324","1968","2810","2437","2121","3105","1975","1908","55202","4309.9","42.9","23.7%","10.4%","7.2%","4.8%","17035","595700","La Habra Heights","La Habra Heights","124266"
"91746","Los Angeles","Avocado Heights; Baldwin Park; Hacienda Heights; Industry; La Puente; West Puente Valley","14425427","70825","81946","20406","3.0%","1","73701","81790","53452","6670","906","1292","1334","979","1366","593","200","29709","5334.1","35.9","9.8%","3.4%","10.0%","7.7%","6855","443700","Baldwin Park","Baldwin Park","106639"
"91746","Los Angeles","Avocado Heights; Baldwin Park; Hacienda Heights; Industry; La Puente; West Puente Valley","14425427","70825","81946","20406","3.0%","1","73701","81790","53452","6670","906","1292","1334","979","1366","593","200","29709","5334.1","35.9","9.8%","3.4%","10.0%","7.7%","6855","443700","Hacienda Heights","Hacienda Heights","131990"
"91746","Los Angeles","Avocado Heights; Baldwin Park; Hacienda Heights; Industry; La Puente; West Puente Valley","14425427","70825","81946","20406","3.0%","1","73701","81790","53452","6670","906","1292","1334","979","1366","593","200","29709","5334.1","35.9","9.8%","3.4%","10.0%","7.7%","6855","443700","Industry","Industry","403402"
"91746","Los Angeles","Avocado Heights; Baldwin Park; Hacienda Heights; Industry; La Puente; West Puente Valley","14425427","70825","81946","20406","3.0%","1","73701","81790","53452","6670","906","1292","1334","979","1366","593","200","29709","5334.1","35.9","9.8%","3.4%","10.0%","7.7%","6855","443700","La Puente","La Puente","115130"
"91746","Los Angeles","Avocado Heights; Baldwin Park; Hacienda Heights; Industry; La Puente; West Puente Valley","14425427","70825","81946","20406","3.0%","1","73701","81790","53452","6670","906","1292","1334","979","1366","593","200","29709","5334.1","35.9","9.8%","3.4%","10.0%","7.7%","6855","443700","West Puente Valley","West Puente Valley","115130"
"91748","Los Angeles","Hacienda Heights; Industry; Rowland Heights","37469296","74438","93315","28711","8.8%","34583","68241","86167","57454","13558","2126","2470","2252","2147","2281","1090","1192","47079","3254.2","40.9","29.8%","9.2%","8.2%","6.0%","14265","628000","Hacienda Heights","Hacienda Heights","131990"
"91748","Los Angeles","Hacienda Heights; Industry; Rowland Heights","37469296","74438","93315","28711","8.8%","34583","68241","86167","57454","13558","2126","2470","2252","2147","2281","1090","1192","47079","3254.2","40.9","29.8%","9.2%","8.2%","6.0%","14265","628000","Industry","Industry","403402"
"91750","Los Angeles","La Verne; Pomona; San Dimas","65371493","89360","114896","41840","13.1%","33015","107036","106774","65423","12110","1663","1644","1824","1581","2551","1258","1589","34129","1352.2","44.9","22.5%","15.5%","5.0%","7.1%","12613","595700","Pomona","Pomona","283307"
"91750","Los Angeles","La Verne; Pomona; San Dimas","65371493","89360","114896","41840","13.1%","33015","107036","106774","65423","12110","1663","1644","1824","1581","2551","1258","1589","34129","1352.2","44.9","22.5%","15.5%","5.0%","7.1%","12613","595700","San Dimas","San Dimas","155921"
"91752","Riverside","Eastvale; Jurupa Valley; Norco","39081687","85296","103450","27917","9.2%","1","106716","93125","48317","8794","975","1480","1304","1263","1990","969","813","35694","2365.5","34.2","13.0%","6.0%","8.8%","7.0%","9166","455000","Eastvale","Eastvale","132199"
"91752","Riverside","Eastvale; Jurupa Valley; Norco","39081687","85296","103450","27917","9.2%","1","106716","93125","48317","8794","975","1480","1304","1263","1990","969","813","35694","2365.5","34.2","13.0%","6.0%","8.8%","7.0%","9166","455000","Jurupa Valley","Jurupa Valley","218798"
"91754","Los Angeles","Monterey Park","11744861","63909","87367","30873","8.6%","26313","79818","73431","47429","11290","2298","2130","1990","1247","1746","912","967","33636","7417.4","43","24.3%","10.6%","9.1%","5.0%","12268","619800","Monterey Park","Monterey Park","127453"
"91755","Los Angeles","Monterey Park","8046205","58411","83612","28673","9.8%","39583","62227","67624","43333","8665","1807","2050","1345","829","1399","387","848","26803","8627.6","45.7","19.9%","8.2%","11.3%","5.4%","9050","610800","Monterey Park","Monterey Park","127453"
"91761","San Bernardino","Ontario","75482211","74072","83817","24931","3.5%","42738","75732","79030","53299","17335","2211","2787","3841","3039","3577","1270","610","61425","2107.6","33.1","13.4%","4.9%","10.1%","6.2%","17988","394000","Ontario","Ontario","179820"
"91762","San Bernardino","Montclair; Ontario","35352716","60293","75454","22896","3.1%","36875","60156","67737","45400","17636","2990","4086","3509","2874","2536","1095","546","61718","4521.5","32.6","12.0%","4.3%","10.8%","6.8%","18597","380600","Montclair","Montclair","100581"
"91762","San Bernardino","Montclair; Ontario","35352716","60293","75454","22896","3.1%","36875","60156","67737","45400","17636","2990","4086","3509","2874","2536","1095","546","61718","4521.5","32.6","12.0%","4.3%","10.8%","6.8%","18597","380600","Ontario","Ontario","179820"
"91763","San Bernardino","Montclair","13388524","62386","73967","20926","2.3%","28832","61077","71355","57630","10233","1565","2383","2195","1528","1776","547","239","38863","7518","32.5","11.8%","4.5%","12.0%","7.4%","10459","356500","Montclair","Montclair","100581"
"91764","San Bernardino","Ontario","20796440","61501","72758","22328","2.3%","31912","63715","65938","53077","16482","2769","3654","3599","2796","2494","787","383","56677","7058.6","31.6","11.7%","4.4%","14.1%","6.7%","17174","353600","Ontario","Ontario","179820"
"91765","Los Angeles","Diamond Bar; Industry; Pomona","49001686","100480","121124","40707","14.7%","47500","109312","108920","67784","15119","1505","2281","2018","1714","3441","1936","2224","46593","2462.7","42.8","36.0%","20.0%","4.8%","5.6%","15689","668600","Industry","Industry","403402"
"91765","Los Angeles","Diamond Bar; Industry; Pomona","49001686","100480","121124","40707","14.7%","47500","109312","108920","67784","15119","1505","2281","2018","1714","3441","1936","2224","46593","2462.7","42.8","36.0%","20.0%","4.8%","5.6%","15689","668600","Pomona","Pomona","283307"
"91766","Los Angeles; San Bernardino","Pomona","26334891","59819","77007","20685","5.0%","41127","58459","69876","49125","17987","2916","4483","3457","2588","2564","1077","902","72348","7115.3","31.5","13.3%","4.5%","13.8%","5.8%","18714","399600","Pomona","Pomona","283307"
"91767","Los Angeles","Pomona","14561286","62153","76865","23170","3.9%","33750","64115","72160","46144","14065","2851","2720","2557","2189","2328","874","546","50606","9001.2","33.8","13.7%","5.6%","15.8%","7.7%","14774","392100","Pomona","Pomona","283307"
"91768","Los Angeles","Pomona; San Dimas; Walnut","22412984","56002","71836","18346","2.7%","36506","53457","71214","44157","8045","1375","2163","1365","1222","1206","494","220","35191","4066.6","29.2","11.0%","3.5%","14.1%","9.6%","8358","385900","Pomona","Pomona","283307"
"91768","Los Angeles","Pomona; San Dimas; Walnut","22412984","56002","71836","18346","2.7%","36506","53457","71214","44157","8045","1375","2163","1365","1222","1206","494","220","35191","4066.6","29.2","11.0%","3.5%","14.1%","9.6%","8358","385900","San Dimas","San Dimas","155921"
"91768","Los Angeles","Pomona; San Dimas; Walnut","22412984","56002","71836","18346","2.7%","36506","53457","71214","44157","8045","1375","2163","1365","1222","1206","494","220","35191","4066.6","29.2","11.0%","3.5%","14.1%","9.6%","8358","385900","Walnut","Walnut","106348"
"91770","Los Angeles","Rosemead; South San Gabriel","16634978","59776","74820","21710","4.1%","37391","65817","65315","41632","16648","3144","3979","3357","2159","2407","926","676","62703","9762.6","42","16.2%","4.4%","12.0%","4.8%","17675","550700","Rosemead","Rosemead","209462"
"91773","Los Angeles","San Dimas","37044284","86201","104790","36914","10.9%","85461","95764","112586","55148","11387","1909","1377","1691","1414","2526","1230","1240","34007","2377.6","41","23.8%","13.1%","6.1%","3.2%","11994","574300","San Dimas","San Dimas","155921"
"91775","Los Angeles","East San Gabriel; San Gabriel; Temple City","7945911","86415","113622","38253","14.4%","43750","87984","102292","62847","8113","1128","1312","1006","1139","1551","811","1166","25004","8150.1","42.4","32.8%","15.6%","7.5%","3.6%","8788","810400","Temple City","Temple City","132917"
"91776","Los Angeles","Rosemead; San Gabriel; Temple City","8818742","58658","76063","24802","4.0%","1","63806","65648","39803","11713","2428","2768","2125","1397","1736","791","468","38664","11355.3","41.8","21.7%","6.0%","11.4%","5.4%","12877","621300","Rosemead","Rosemead","209462"
"91776","Los Angeles","Rosemead; San Gabriel; Temple City","8818742","58658","76063","24802","4.0%","1","63806","65648","39803","11713","2428","2768","2125","1397","1736","791","468","38664","11355.3","41.8","21.7%","6.0%","11.4%","5.4%","12877","621300","Temple City","Temple City","132917"
"91780","Los Angeles","East San Gabriel; El Monte; North El Monte; Temple City","9910651","75672","94944","31958","9.0%","1","72957","89535","51284","11355","1711","2078","1842","1560","2043","1102","1019","35133","9181.4","42.7","27.2%","12.2%","8.8%","3.3%","11954","706300","El Monte","El Monte","173625"
"91780","Los Angeles","East San Gabriel; El Monte; North El Monte; Temple City","9910651","75672","94944","31958","9.0%","1","72957","89535","51284","11355","1711","2078","1842","1560","2043","1102","1019","35133","9181.4","42.7","27.2%","12.2%","8.8%","3.3%","11954","706300","Temple City","Temple City","132917"
"91784","San Bernardino","Rancho Cucamonga; San Antonio Heights; Upland","23598843","130421","155319","54441","21.1%","16630","158542","143788","88967","9023","583","746","1028","1102","1921","1738","1905","26090","2863.4","46.5","27.6%","19.0%","3.3%","2.7%","9235","636700","Rancho Cucamonga","Rancho Cucamonga","202987"
"91789","Los Angeles","Diamond Bar; Industry; Pomona; Rowland Heights; Walnut","40489677","101841","125549","39479","17.0%","1","104479","115618","86076","13348","1343","1669","1930","1637","2770","1724","2275","44440","2842.7","44.3","36.4%","14.6%","5.0%","4.8%","14007","734900","Industry","Industry","403402"
"91789","Los Angeles","Diamond Bar; Industry; Pomona; Rowland Heights; Walnut","40489677","101841","125549","39479","17.0%","1","104479","115618","86076","13348","1343","1669","1930","1637","2770","1724","2275","44440","2842.7","44.3","36.4%","14.6%","5.0%","4.8%","14007","734900","Pomona","Pomona","283307"
"91789","Los Angeles","Diamond Bar; Industry; Pomona; Rowland Heights; Walnut","40489677","101841","125549","39479","17.0%","1","104479","115618","86076","13348","1343","1669","1930","1637","2770","1724","2275","44440","2842.7","44.3","36.4%","14.6%","5.0%","4.8%","14007","734900","Walnut","Walnut","106348"
"91790","Los Angeles","Valinda; West Covina","14950676","82128","98317","28287","9.3%","29961","83625","96452","63906","12254","1236","2271","1984","2028","2421","1171","1143","45444","7872.5","37.5","17.0%","6.1%","4.9%","5.2%","12717","514800","Valinda","Valinda","164262"
"91790","Los Angeles","Valinda; West Covina","14950676","82128","98317","28287","9.3%","29961","83625","96452","63906","12254","1236","2271","1984","2028","2421","1171","1143","45444","7872.5","37.5","17.0%","6.1%","4.9%","5.2%","12717","514800","West Covina","West Covina","126981"
"91791","Los Angeles","Valinda; West Covina","17183698","84530","102623","32571","10.0%","45263","83472","110417","50313","10080","1602","1462","1425","1225","2238","1116","1012","33397","5033.7","39.5","22.4%","10.1%","5.0%","4.6%","10458","606100","Valinda","Valinda","164262"
"91791","Los Angeles","Valinda; West Covina","17183698","84530","102623","32571","10.0%","45263","83472","110417","50313","10080","1602","1462","1425","1225","2238","1116","1012","33397","5033.7","39.5","22.4%","10.1%","5.0%","4.6%","10458","606100","West Covina","West Covina","126981"
