zipcode,price,population,population_rank,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_65_years_and_over,hhi_lt_25k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units,violent_crime_rate,property_crime_rate,postal_code,year_built,is_single_family,is_condo,is_multi_family,is_new_construction,beds,baths,baths_beds_ratio,garage,lot_size,building_size,rank,rankOf,rankStars,rankStatewidePercentage,averageStandardScore,has_elementary,has_middle,has_high,ocean_related,environment_related,building_related,community_related,positive_comments,more_rural,more_urban,other
94062,2128000,85784,97,183622819,178480,261807,95838,0.449,86166,119125,771,4578,28423,401.0,45.0,0.311,0.33899999999999997,0.033,0.027000000000000003,10786,1722300,2.37,21.11,94062,2017,1,0,0,0,4,3.0,0.75,2,7520,1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,22,5,5,1,0
90706,620000,77195,115,15823886,60011,76903,24628,0.039,39079,34074,4423,901,77195,12630.0,34.6,0.136,0.049,0.098,0.057999999999999996,24874,458600,3.76,20.85,90706,2015,0,1,0,0,3,2.5,0.8333,2,7029,1770,2600.2,5057.8,2.8,51.352,46.9868,1.0,0.0,1.0,3,47,1,82,14,10,49,7
90814,1130000,466776,7,3508115,73391,94715,45630,0.094,59250,50658,1219,866,19685,14536.0,36.5,0.3179,0.203,0.068,0.026000000000000002,9845,704800,4.89,26.4,90814,1919,1,0,0,0,4,3.0,0.75,2,6732,1633,1530.5,5789.0,4.0,73.56,71.25616,1.0,0.0,0.0,7,4,2,17,6,4,9,1
95610,354900,87373,94,20274576,61461,77567,30925,0.037000000000000005,38125,53346,2919,668,46305,5916.0,36.5,0.1589,0.055,0.083,0.062,18589,331400,4.54,31.38,95610,1965,1,0,0,0,3,1.0,0.3333,0,6534,1218,3445.4,5057.8,1.8,32.046,30.54628,1.0,0.0,1.0,2,42,0,63,6,10,21,6
92057,825000,175622,28,39070099,75687,96228,32599,0.087,52439,52579,2352,1697,60414,4004.0,37.9,0.2009,0.099,0.057,0.064,20398,460600,3.74,22.88,92057,1994,1,0,0,0,4,2.5,0.625,3,11326,2671,1762.88889,4293.44444,3.11111,61.21889,59.37433000000001,1.0,1.0,1.0,3,85,3,134,23,21,28,5
95820,265000,500930,6,13453321,51068,63963,23927,0.022000000000000002,45392,40691,3077,286,36437,7016.0,35.1,0.12300000000000001,0.07,0.1489,0.099,13674,248200,6.15,31.23,95820,1956,1,0,0,0,3,1.0,0.3333,0,6098,1554,3414.5,4418.0,1.625,27.435,27.7783,1.0,0.0,1.0,0,18,0,39,1,5,7,0
92553,389000,207289,22,26246921,51516,62132,16881,0.013999999999999999,34537,37168,3777,266,76102,7508.0,28.8,0.078,0.03,0.175,0.102,19531,271800,2.88,31.59,92553,1984,1,0,0,0,3,2.5,0.8333,2,7405,1676,3893.125,4947.75,1.0,19.6825,21.36925,1.0,1.0,1.0,0,21,1,31,4,6,23,4
95135,995000,1027690,3,78383648,148438,182162,63410,0.3508,61689,67262,567,2647,22015,727.5,46.7,0.304,0.314,0.027000000000000003,0.031,7730,1026900,3.21,24.34,95135,1980,1,0,0,0,2,2.0,1.0,0,6369,1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,2,36,8,6,3,0
90605,599000,86090,96,14637915,78297,96664,26572,0.069,47309,53958,1323,720,40192,7110.0,35.2,0.13,0.055999999999999994,0.08199999999999999,0.055,10808,474900,2.75,25.84,90605,1953,1,0,0,0,3,2.0,0.6667,2,5453,1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,0,32,3,13,24,7
94606,730000,425097,8,5924351,56129,77272,32420,0.061,40952,28575,3650,928,38220,16700.0,36.6,0.24100000000000002,0.126,0.1589,0.07400000000000001,16487,548600,16.85,59.43,94606,1974,0,1,0,0,2,1.0,0.5,1,4000,1184,2912.22222,4293.44444,1.55556,32.74556,33.68893,1.0,1.0,1.0,0,3,0,14,1,7,15,0
95128,443000,1027690,3,10103247,93455,127726,49094,0.198,55893,63279,1714,2730,36975,9480.0,36.7,0.265,0.17,0.055,0.026000000000000002,14828,909300,3.21,24.34,95128,1988,0,1,0,0,1,1.0,1.0,0,6164,658,2019.6,3711.8,2.6,52.386,47.94525,1.0,1.0,1.0,0,15,0,39,1,6,25,3
92881,800000,166972,31,71604112,107886,135593,40815,0.1709,35058,61196,872,1632,33531,1213.0,37.7,0.205,0.10400000000000001,0.052000000000000005,0.051,9817,544300,1.06,21.35,92881,1999,1,0,0,0,5,4.5,0.9,4,9341,3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46,0,69,11,15,12,7
90606,440000,86090,96,9797755,74986,87102,25514,0.048,32132,48421,1171,435,32987,8720.0,36.8,0.111,0.04,0.07200000000000001,0.049,9138,444800,2.75,25.84,90606,1947,1,0,0,0,3,2.0,0.6667,0,6394,1366,1733.8571399999998,4388.42857,3.0,60.84571,55.64309,1.0,1.0,1.0,1,30,0,38,9,10,21,1
90047,520000,3966936,1,12252022,52605,66946,25360,0.028999999999999998,25951,45453,4710,512,51411,10860.0,38.4,0.10099999999999999,0.052000000000000005,0.11699999999999999,0.085,18802,433700,4.91,21.28,90047,1949,0,0,1,0,3,2.0,0.6667,0,5356,838,1561.0,2249.4,1.6,31.134,28.225720000000003,0.0,1.0,1.0,0,21,3,38,3,2,3,0
95148,1510000,1027690,3,24409621,138763,157665,41013,0.259,87000,89597,815,3110,48273,5120.0,40.3,0.2742,0.1271,0.052000000000000005,0.06,12127,865000,3.21,24.34,95148,1967,1,0,0,0,4,2.0,0.5,2,139619,2661,1638.55556,4699.6666700000005,3.22222,64.23333000000001,62.27275,1.0,1.0,1.0,0,38,1,61,6,15,13,6
95240,299000,65846,134,214205961,50992,70505,24738,0.047,39183,43515,3542,780,48799,590.0,33.6,0.1121,0.043,0.156,0.085,17618,296100,4.56,32.94,95240,1921,1,0,0,0,2,1.0,0.5,2,7231,923,4020.25,5332.0,1.125,23.11375,23.956570000000003,1.0,0.0,1.0,0,67,0,96,25,11,37,9
95122,785000,1027690,3,12315923,78734,98795,23830,0.092,61827,54563,1572,1163,56121,11800.0,33.8,0.121,0.04,0.10099999999999999,0.055999999999999994,13130,594000,3.21,24.34,95122,1961,1,0,0,0,3,1.5,0.5,1,5341,1043,1929.875,3722.25,2.5,47.11875,46.91098,1.0,1.0,1.0,1,23,0,38,6,4,22,6
92673,1125000,64878,138,30067172,151007,188148,63979,0.35600000000000004,73421,85802,732,3674,30768,2650.0,43.2,0.33299999999999996,0.231,0.022000000000000002,0.040999999999999995,10904,902800,1.06,10.51,92673,2006,1,0,0,0,4,3.0,0.75,2,6153,2583,718.6666700000001,4155.0,4.16667,84.61,83.44473,1.0,1.0,1.0,10,33,3,56,14,15,5,4
90280,525000,94642,80,18920097,52321,65785,18031,0.02,43889,37945,4588,475,94642,12950.0,31.9,0.071,0.023,0.1539,0.096,24601,408200,5.27,28.0,90280,1932,1,0,0,0,2,1.0,0.5,2,6520,1040,2700.33333,5382.777779999999,2.44444,52.291109999999996,48.6821,1.0,0.0,1.0,1,31,1,34,7,11,26,9
92115,272000,1409573,2,16845692,51636,73784,25970,0.053,30872,39735,5432,1130,64343,9896.0,28.3,0.20199999999999999,0.124,0.114,0.065,23089,499100,3.81,19.59,92115,1964,0,1,0,0,1,1.0,1.0,0,7499,588,2788.75,4875.0,2.25,41.49375,39.37335,1.0,0.0,1.0,0,12,1,34,2,6,15,0
95131,1370000,1027690,3,15108208,126757,154356,49657,0.27,57684,66570,882,2616,31236,5356.0,36.8,0.301,0.24600000000000002,0.043,0.05,10080,827800,3.21,24.34,95131,2020,1,0,0,1,4,4.0,1.0,2,1716,1951,1667.2,4326.6,2.4,48.456,48.367259999999995,1.0,0.0,1.0,0,27,2,43,7,7,29,5
94611,720000,425097,8,27357586,129576,181251,81936,0.3171,80625,83958,2113,5469,38975,3690.0,44.9,0.3718,0.3682,0.018000000000000002,0.033,17841,1109200,16.85,59.43,94611,1966,0,1,0,0,2,2.0,1.0,1,7500,1133,1441.5,4490.75,3.125,61.97875,61.10311,1.0,1.0,1.0,0,27,1,28,10,17,11,6
95838,324000,500930,6,23528636,48416,62299,19042,0.022000000000000002,35208,41971,2466,246,39053,4300.0,31.0,0.095,0.021,0.193,0.069,12000,227800,6.15,31.23,95838,1997,1,0,0,0,3,2.0,0.6667,2,6098,1280,3308.0,4222.14286,1.2857100000000001,27.05143,27.0039,1.0,0.0,1.0,1,13,0,39,4,4,13,6
93711,300000,525010,5,29213968,73930,108756,46464,0.10099999999999999,47028,65399,1969,1613,38007,3370.0,43.8,0.26,0.175,0.059000000000000004,0.067,16808,357300,4.64,41.12,93711,1979,0,1,0,0,2,2.0,1.0,0,2940,2297,1849.4,5174.2,3.2,61.504,57.90922,1.0,1.0,1.0,0,57,4,84,27,11,29,12
93711,405000,525010,5,29213968,73930,108756,46464,0.10099999999999999,47028,65399,1969,1613,38007,3370.0,43.8,0.26,0.175,0.059000000000000004,0.067,16808,357300,4.64,41.12,93711,1979,1,0,0,0,3,2.0,0.6667,0,10736,1982,1849.4,5174.2,3.2,61.504,57.90922,1.0,1.0,1.0,0,57,4,84,27,11,29,12
95050,1192000,127721,47,13660881,96872,122969,46251,0.17800000000000002,40179,51220,1656,2513,38699,7336.0,34.1,0.28,0.2091,0.06,0.036000000000000004,14886,985500,1.34,26.98,95050,2010,0,1,0,0,3,3.5,1.1667,2,1525,1637,1645.5,4667.3333299999995,3.0,62.77333,60.499359999999996,1.0,1.0,1.0,0,51,5,104,10,8,41,8
94558,1610000,79074,111,922258151,93052,123939,45391,0.157,57835,72449,2498,3750,68315,191.8,42.2,0.23,0.1271,0.038,0.04,27100,645500,3.13,16.53,94558,1932,1,0,0,0,4,3.5,0.875,2,43386,2150,2262.0,4667.3333299999995,2.5,49.553329999999995,48.22956,1.0,1.0,1.0,0,91,2,104,25,31,40,7
92879,466000,166972,31,26002770,69801,86127,27775,0.063,38821,44226,2240,895,47872,4770.0,34.4,0.156,0.068,0.111,0.047,14841,413400,1.06,21.35,92879,1990,1,0,0,0,3,2.5,0.8333,2,2178,1318,1633.1666699999998,4570.3333299999995,3.0,59.615,56.48561,1.0,0.0,1.0,1,22,2,38,7,5,21,4
90505,1093950,145492,39,15005471,99764,126777,48929,0.163,64479,65938,1487,2281,37220,6424.0,41.9,0.35600000000000004,0.21,0.036000000000000004,0.034,14808,863300,1.05,17.73,90505,1954,1,0,0,0,3,2.0,0.6667,2,7427,1318,415.75,4252.0,4.75,90.6675,91.23773,1.0,1.0,0.0,5,27,0,35,0,3,9,1
93552,368800,156293,34,125543669,65728,77710,20115,0.027000000000000003,60481,48036,1265,261,39905,823.0,32.0,0.091,0.023,0.09699999999999999,0.071,10587,273900,5.31,20.35,93552,2004,1,0,0,0,3,2.0,0.6667,2,6605,1750,3928.22222,5041.222220000001,1.22222,23.4,24.156470000000002,1.0,1.0,1.0,1,34,4,51,14,13,12,5
95051,1540000,127721,47,17232981,134230,160714,59337,0.28,85074,61466,1324,6060,59851,8990.0,35.3,0.3179,0.319,0.015,0.036000000000000004,22960,1075600,1.34,26.98,95051,2020,0,1,0,0,3,3.5,1.1667,0,1166,1865,1179.875,4947.75,3.75,75.14875,72.4565,1.0,1.0,1.0,0,53,1,71,3,13,30,2
92027,270000,151300,38,163364740,65989,85284,26803,0.044000000000000004,37663,47755,2513,724,56788,900.5,34.3,0.135,0.065,0.08,0.05,17158,440100,3.42,20.2,92027,1982,0,1,0,0,1,1.0,1.0,1,98446,757,2870.77778,4635.0,2.22222,42.06,41.21485,1.0,1.0,1.0,1,47,1,80,16,26,12,7
91205,1190000,200232,24,4897493,44835,66305,26661,0.047,50931,19554,4523,671,37638,19900.0,41.6,0.221,0.122,0.14400000000000002,0.073,15271,585100,0.94,15.59,91205,1953,0,0,1,0,5,5.0,1.0,0,6741,2671,1803.6,5057.8,3.2,64.138,60.21001999999999,1.0,0.0,1.0,0,8,0,11,2,4,5,0
94588,1100000,81717,104,82377390,153429,182833,64987,0.34,108594,87955,873,4425,37253,1171.0,40.7,0.3718,0.294,0.026000000000000002,0.034,13505,928800,0.81,16.57,94588,1985,1,0,0,0,4,2.5,0.625,2,3731,1738,233.8,5057.8,5.0,95.72399999999999,95.6601,1.0,0.0,1.0,0,40,1,70,17,19,33,7
93619,340000,109160,64,462802352,120944,140088,46947,0.1759,60893,85321,615,2295,39473,220.9,37.9,0.292,0.16699999999999998,0.026000000000000002,0.034,13747,419600,2.14,30.43,93619,2011,1,0,0,0,3,2.5,0.8333,0,3900,1379,559.5,5789.0,4.5,90.335,90.79639,1.0,0.0,0.0,1,83,3,139,19,28,16,18
92115,170000,1409573,2,16845692,51636,73784,25970,0.053,30872,39735,5432,1130,64343,9896.0,28.3,0.20199999999999999,0.124,0.114,0.065,23089,499100,3.81,19.59,92115,1984,0,1,0,0,1,1.0,1.0,0,27443,480,2788.75,4875.0,2.25,41.49375,39.37335,1.0,0.0,1.0,0,12,1,34,2,6,15,0
93308,540000,377917,9,818436723,43717,61150,22727,0.027999999999999997,25122,35687,5792,539,53981,170.8,33.7,0.10400000000000001,0.047,0.1891,0.122,21255,219100,4.57,39.72,93308,2016,1,0,0,0,3,2.5,0.8333,2,217800,2433,3009.57143,4827.57143,1.71429,39.13714,38.32128,1.0,1.0,1.0,1,69,1,118,15,12,17,11
92027,1015000,151300,38,163364740,65989,85284,26803,0.044000000000000004,37663,47755,2513,724,56788,900.5,34.3,0.135,0.065,0.08,0.05,17158,440100,3.42,20.2,92027,1991,1,0,0,0,3,2.5,0.8333,4,20909,2453,2870.77778,4635.0,2.22222,42.06,41.21485,1.0,1.0,1.0,1,47,1,80,16,26,12,7
95624,200000,170825,30,113923478,93090,115141,36273,0.115,32389,69661,2199,2291,65948,1499.0,37.9,0.225,0.087,0.066,0.061,20621,399600,3.82,18.85,95624,1994,1,0,0,0,3,2.0,0.6667,0,7571,1422,1813.0,5041.222220000001,3.33333,64.54444000000001,60.93486,1.0,1.0,1.0,0,52,3,108,17,11,20,6
92119,317000,1409573,2,17724953,92500,114221,45936,0.131,78516,57463,1239,1248,24831,3628.0,43.7,0.26899999999999996,0.221,0.052000000000000005,0.034,9815,579300,3.81,19.59,92119,1975,0,1,0,0,2,2.0,1.0,0,8050,973,808.5,5020.5,4.25,83.2925,82.18968000000001,1.0,1.0,0.0,0,21,1,28,7,14,9,0
95205,235000,309228,13,23535697,36444,49502,14808,0.013999999999999999,30828,32074,3417,153,38350,4220.0,29.3,0.035,0.013000000000000001,0.25,0.105,11565,161200,13.31,43.9,95205,1955,1,0,0,0,2,1.0,0.5,0,5850,1064,3988.5555600000002,4976.55556,1.11111,23.224439999999998,24.42969,1.0,0.0,1.0,5,22,0,40,11,3,15,6
95129,2081000,1027690,3,11699012,148068,180475,64455,0.3518,61689,64084,1358,4900,39741,8800.0,41.2,0.3218,0.396,0.033,0.031,14701,1462100,3.21,24.34,95129,1959,1,0,0,0,3,2.0,0.6667,2,6065,1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,24,3,3,12,5
92586,385000,90349,89,18285201,40757,54931,26872,0.019,56744,31446,2666,172,19472,2758.0,59.8,0.083,0.054000000000000006,0.055999999999999994,0.079,9842,235600,1.26,17.69,92586,1985,1,0,0,0,3,2.0,0.6667,2,6970,1229,1645.3333300000002,4764.3333299999995,3.33333,64.02333,59.20026,1.0,1.0,0.0,0,31,1,44,5,10,16,3
92802,510000,349964,10,11778382,60170,76316,22600,0.033,36902,40904,2144,383,42016,9240.0,33.7,0.1421,0.044000000000000004,0.172,0.062,12185,523600,3.17,23.62,92802,1997,0,1,0,0,3,2.5,0.8333,2,7200,1331,3768.0,5276.6666700000005,1.5,27.17833,27.34593,1.0,1.0,0.0,0,15,1,35,2,7,16,4
94131,1020000,874961,4,5379809,151607,197576,89920,0.3691,95164,79766,931,4806,29523,14216.0,41.5,0.3582,0.376,0.027000000000000003,0.038,13768,1273400,7.95,53.03,94131,1980,0,1,0,0,2,1.0,0.5,1,2809,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,6,3,4,6,1
94558,449000,79074,111,922258151,93052,123939,45391,0.157,57835,72449,2498,3750,68315,191.8,42.2,0.23,0.1271,0.038,0.04,27100,645500,3.13,16.53,94558,1993,0,1,0,0,2,2.5,1.25,1,614,1285,2262.0,4667.3333299999995,2.5,49.553329999999995,48.22956,1.0,1.0,1.0,0,91,2,104,25,31,40,7
94533,310000,115282,54,55949555,73042,90370,29999,0.067,42557,63650,3210,1612,75909,3514.0,33.8,0.156,0.059000000000000004,0.09300000000000001,0.069,25036,355600,4.71,35.11,94533,1959,1,0,0,0,3,2.0,0.6667,0,7405,1345,3513.8888899999997,4635.0,1.44444,29.94667,31.401670000000003,1.0,1.0,1.0,4,173,6,273,55,47,88,28
93703,220000,525010,5,12243423,33550,48020,15521,0.016,21357,29728,3859,160,32754,6930.0,29.2,0.069,0.013000000000000001,0.336,0.122,10594,159500,4.64,41.12,93703,1954,1,0,0,0,3,2.0,0.6667,0,7841,1775,3365.0,4570.3333299999995,1.16667,24.225,24.15519,1.0,0.0,1.0,0,16,1,27,2,4,17,3
92504,485000,326414,12,60642603,63581,82684,25077,0.053,41437,40140,2750,874,59896,2558.0,33.2,0.11900000000000001,0.062,0.08800000000000001,0.057999999999999996,17422,359600,4.33,30.88,92504,2000,1,0,0,0,4,2.5,0.625,2,4356,1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,35,1,42,11,16,4,7
93304,230000,377917,9,19670067,40710,53284,17301,0.012,35816,26913,4150,174,49115,6468.0,29.2,0.052000000000000005,0.033,0.223,0.1121,16084,158600,4.57,39.72,93304,1960,1,0,0,0,3,2.0,0.6667,0,8767,1445,4176.125,5404.75,1.125,21.5325,22.63555,1.0,1.0,0.0,2,27,2,49,15,4,16,5
94519,665000,129183,45,11363905,96540,113218,40243,0.115,62365,73384,610,795,20041,4570.0,38.0,0.23199999999999998,0.114,0.059000000000000004,0.059000000000000004,7176,510200,3.67,41.0,94519,1949,1,0,0,0,4,2.0,0.5,1,9760,1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,64,5,15,34,2
95130,1530000,1027690,3,4011047,127772,162460,57954,0.312,51563,66442,475,1604,14660,9464.0,39.0,0.314,0.27899999999999997,0.02,0.031,5319,1216700,3.21,24.34,95130,1959,1,0,0,0,3,2.0,0.6667,2,6088,1127,705.0,5174.2,4.4,86.286,85.79433,1.0,1.0,0.0,0,15,0,29,2,4,9,1
95358,180509,212616,19,308249081,60987,77444,21993,0.049,64920,55396,1538,434,32524,273.2,30.5,0.08800000000000001,0.028999999999999998,0.147,0.12,9109,257600,8.64,44.28,95358,1986,1,0,0,0,2,2.0,1.0,0,6259,999,2994.375,4947.75,1.75,35.4925,35.604690000000005,1.0,1.0,1.0,2,29,0,35,9,4,11,14
95118,1300000,1027690,3,10563919,115306,148195,52197,0.249,94500,56558,1182,2774,32421,7948.0,38.9,0.287,0.22,0.042,0.039,11639,952300,3.21,24.34,95118,1968,1,0,0,0,4,2.0,0.5,2,7014,1554,1242.0,3649.5,3.25,66.85875,66.07325,1.0,1.0,1.0,0,32,0,58,1,4,12,3
94122,2250000,874961,4,6124845,122076,150204,57845,0.251,79079,74345,2078,5753,62128,26270.0,38.8,0.3809,0.22699999999999998,0.035,0.03,24110,1133400,7.95,53.03,94122,1941,1,0,0,0,5,3.0,0.6,0,3000,1450,773.0,4155.0,3.83333,75.58667,75.82465,1.0,1.0,1.0,0,0,0,0,0,0,0,0
90035,2657850,3966936,1,5304338,89337,136176,60302,0.1841,51659,44344,1813,2175,27272,13320.0,36.3,0.3682,0.265,0.045,0.037000000000000005,13857,1094900,4.91,21.28,90035,2009,1,0,0,0,5,5.5,1.1,2,5750,3627,1833.6666699999998,4570.3333299999995,3.33333,67.16667,67.2522,1.0,0.0,1.0,0,7,4,39,6,7,27,1
94558,450000,79074,111,922258151,93052,123939,45391,0.157,57835,72449,2498,3750,68315,191.8,42.2,0.23,0.1271,0.038,0.04,27100,645500,3.13,16.53,94558,1968,0,1,0,0,1,1.0,1.0,0,397,429,2262.0,4667.3333299999995,2.5,49.553329999999995,48.22956,1.0,1.0,1.0,0,91,2,104,25,31,40,7
92704,560000,332794,11,19454598,69272,86316,21358,0.048,53651,58763,2416,962,88321,11760.0,32.9,0.122,0.042,0.11599999999999999,0.045,20516,477800,3.74,17.19,92704,1970,1,0,0,0,3,2.0,0.6667,0,3600,1315,4048.28571,5349.85714,1.2857100000000001,23.49429,24.06956,1.0,1.0,0.0,2,59,7,85,18,16,43,14
95062,735000,64522,141,13075038,79233,106666,44352,0.12300000000000001,26571,55633,2620,1847,36737,7276.0,40.1,0.239,0.17800000000000002,0.075,0.037000000000000005,16897,747400,8.26,51.54,95062,1949,1,0,0,0,0,1.0,0.0,0,4800,570,1955.0,4305.28571,2.71429,53.998569999999994,51.89506,1.0,1.0,1.0,15,21,1,41,10,13,26,3
92010,810000,114253,55,21072913,102004,118767,46326,0.16699999999999998,48553,61808,770,1040,16346,2009.0,41.3,0.312,0.207,0.08800000000000001,0.055,6668,678800,1.82,15.41,92010,2013,1,0,0,0,3,2.5,0.8333,2,3500,1753,91.0,2133.0,5.0,95.73,95.36158,0.0,0.0,1.0,1,16,1,29,5,3,3,2
92078,950000,95355,79,43197996,85335,112929,40428,0.153,38936,50500,2649,2682,50510,3028.0,38.8,0.305,0.157,0.054000000000000006,0.036000000000000004,18729,572100,2.16,14.16,92078,2018,1,0,0,0,4,3.0,0.75,2,3216,2471,1416.0,4667.3333299999995,3.5,70.65833,67.96591,1.0,1.0,1.0,3,79,3,155,18,51,20,10
94582,945000,75648,118,33797652,175490,201017,66829,0.452,108625,83586,945,6340,42576,3262.0,39.4,0.414,0.34,0.032,0.033,14330,1067500,0.31,9.97,94582,1989,0,1,0,0,3,2.0,0.6667,2,4900,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,1,54,18,17,10,6
94124,750000,874961,4,12759669,63267,93973,31651,0.11800000000000001,95164,39804,3024,1329,35747,7256.0,37.2,0.1809,0.08199999999999999,0.17,0.068,11961,745500,7.95,53.03,94124,1938,1,0,0,0,5,2.0,0.4,0,5000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1,14,0,1,8,6
95209,378000,309228,13,21710373,81841,97064,29504,0.079,42397,59973,1471,1045,44980,5370.0,35.9,0.1539,0.067,0.084,0.086,13765,312600,13.31,43.9,95209,1978,1,0,0,0,3,2.0,0.6667,2,5998,1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48,0,79,6,7,16,4
92130,781000,1409573,2,47814706,155452,199084,71263,0.3708,30341,111953,1456,7394,56134,3040.0,39.0,0.3381,0.456,0.044000000000000004,0.048,20892,1064700,3.81,19.59,92130,2001,0,1,0,0,2,2.5,1.25,2,43560,1360,91.25,4106.5,5.0,98.0825,97.639,1.0,1.0,1.0,1,40,0,85,15,15,10,4
95819,645000,500930,6,8855233,106514,130263,52699,0.1891,26000,74599,755,1497,19890,5816.0,36.4,0.376,0.26899999999999996,0.036000000000000004,0.042,8394,568800,6.15,31.23,95819,1953,1,0,0,0,3,2.0,0.6667,1,6250,1320,609.75,4875.0,4.25,85.975,85.15653,1.0,0.0,1.0,0,3,0,10,2,2,2,1
92782,1420000,79863,108,8707563,118438,165854,58542,0.278,68037,103056,534,2220,23084,6868.0,37.8,0.395,0.265,0.043,0.035,8629,787200,1.67,17.15,92782,2006,1,0,0,0,4,4.5,1.125,2,4175,3227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,68,1,110,28,20,40,11
90262,465000,70635,125,12517568,52313,66975,16279,0.026000000000000002,42946,47728,2953,406,70536,14590.0,30.0,0.061,0.016,0.1641,0.084,15667,399100,5.58,19.83,90262,1939,1,0,0,0,2,1.0,0.5,1,5197,804,2759.2,4135.6,1.6,31.445999999999998,29.66095,1.0,1.0,1.0,1,7,1,14,3,1,9,1
95630,455000,78159,113,71696376,114405,132609,47874,0.1941,47163,59912,2594,5396,78159,2824.0,40.7,0.306,0.2059,0.039,0.031,28775,524100,1.08,17.8,95630,1979,1,0,0,0,2,1.0,0.5,2,11600,1024,782.42857,4305.28571,4.14286,78.12429,77.71225,1.0,1.0,1.0,0,123,3,183,29,57,75,18
94014,1100000,106677,65,16319090,90970,108995,33451,0.11599999999999999,79673,68386,1587,1623,49170,7804.0,39.5,0.27,0.059000000000000004,0.054000000000000006,0.045,14478,718100,1.84,15.95,94014,1990,1,0,0,0,3,2.5,0.8333,0,3861,1360,3044.0,4827.57143,2.0,38.95857,36.48608,1.0,1.0,1.0,1,25,0,40,4,8,22,0
92111,565000,1409573,2,21913837,74217,91404,33111,0.08199999999999999,28438,49597,2592,1396,50693,5990.0,35.6,0.265,0.13,0.094,0.073,17844,543600,3.81,19.59,92111,1972,0,1,0,0,3,2.0,0.6667,1,7499,1221,2031.25,5789.0,3.25,64.91,63.834140000000005,1.0,1.0,1.0,2,25,0,41,1,7,20,4
93306,169000,377917,9,228145061,55133,75527,23761,0.049,28013,45216,4633,1063,72280,820.5,31.3,0.106,0.066,0.163,0.076,23389,196800,4.57,39.72,93306,1982,0,1,0,0,2,2.5,1.25,2,87120,1236,2283.3,4443.0,2.3,44.78,41.5536,1.0,1.0,1.0,2,86,4,132,28,28,26,14
90069,3500000,3966936,1,5475727,93380,145432,92082,0.198,48958,56113,1826,2476,20230,9570.0,42.9,0.433,0.24100000000000002,0.023,0.049,14447,846700,4.91,21.28,90069,1955,1,0,0,0,4,4.0,1.0,2,16326,3826,624.0,5789.0,4.0,89.22,90.33614,1.0,0.0,0.0,0,17,4,25,11,10,47,6
94519,650000,129183,45,11363905,96540,113218,40243,0.115,62365,73384,610,795,20041,4570.0,38.0,0.23199999999999998,0.114,0.059000000000000004,0.059000000000000004,7176,510200,3.67,41.0,94519,1953,1,0,0,0,3,2.0,0.6667,2,6390,1171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,64,5,15,34,2
95356,600000,212616,19,58854174,70699,98106,35250,0.087,44583,53350,1561,993,32622,1436.0,37.9,0.16699999999999998,0.09699999999999999,0.068,0.057999999999999996,11861,341100,8.64,44.28,95356,2001,1,0,0,0,5,3.0,0.6,3,6952,3499,2257.6,5057.8,2.8,56.406000000000006,52.16004,1.0,0.0,1.0,0,101,6,137,36,17,71,23
90026,960000,3966936,1,10940041,65269,91250,36374,0.085,51379,39299,5379,2204,68906,16310.0,34.7,0.28600000000000003,0.11800000000000001,0.1609,0.064,27689,838400,4.91,21.28,90026,1890,0,0,1,0,5,3.0,0.6,0,5604,2631,2107.6,3961.0,2.3,46.806999999999995,44.304190000000006,1.0,0.0,1.0,0,24,9,54,10,21,67,5
94703,675000,121485,50,3460984,83074,120199,50332,0.162,58219,61130,1441,1404,21697,16240.0,34.5,0.34,0.365,0.046,0.055,9429,917500,3.66,43.33,94703,1998,0,1,0,0,2,1.0,0.5,1,4000,606,895.66667,3739.6666700000005,3.66667,74.16667,71.99450999999999,1.0,1.0,0.0,0,6,0,31,2,6,15,0
94555,1062500,235740,16,30070609,147358,177966,55633,0.34600000000000003,120227,63260,471,4044,38478,3314.0,37.4,0.321,0.285,0.017,0.04,12193,906400,1.25,17.18,94555,1987,0,1,0,0,2,1.0,0.5,0,158558,768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,36,1,52,9,13,14,2
